R=70001, TT=RebTrOw, NTX=20, TB=1748794445.13s, D=0.25s
R=71599, TT=RebCr, NTX=59, TB=1748797971.15s, D=0.41s
R=71600, TT=RebTrOw, NTX=20, TB=1748797973.31s, D=0.27s
R=71600, TT=RebCr, NTX=65, TB=1748797973.58s, D=0.36s
R=71601, TT=RebTrOw, NTX=20, TB=1748797975.58s, D=0.25s
R=71601, TT=RebCr, NTX=66, TB=1748797975.83s, D=0.42s
R=71602, TT=RebTrOw, NTX=20, TB=1748797977.92s, D=0.25s
R=71602, TT=RebCr, NTX=62, TB=1748797978.18s, D=0.32s
R=71603, TT=RebTrOw, NTX=20, TB=1748797980.14s, D=0.27s
R=71603, TT=RebCr, NTX=65, TB=1748797980.41s, D=0.29s
R=71604, TT=RebTrOw, NTX=20, TB=1748797982.17s, D=0.18s
R=71604, TT=RebCr, NTX=63, TB=1748797982.35s, D=0.47s
R=71605, TT=RebTrOw, NTX=20, TB=1748797984.61s, D=0.20s
R=71605, TT=RebCr, NTX=54, TB=1748797984.81s, D=0.41s
R=71606, TT=RebTrOw, NTX=20, TB=1748797986.81s, D=0.27s
R=71606, TT=RebCr, NTX=71, TB=1748797987.09s, D=0.35s
R=71607, TT=RebTrOw, NTX=20, TB=1748797989.15s, D=0.35s
R=71607, TT=RebCr, NTX=62, TB=1748797989.51s, D=0.31s
R=71608, TT=RebTrOw, NTX=20, TB=1748797991.48s, D=0.27s
R=71608, TT=RebCr, NTX=47, TB=1748797991.75s, D=0.27s
R=71609, TT=RebTrOw, NTX=20, TB=1748797993.66s, D=0.28s
R=71609, TT=RebCr, NTX=61, TB=1748797993.93s, D=0.32s
R=71610, TT=RebTrOw, NTX=20, TB=1748797995.84s, D=0.25s
R=71610, TT=RebCr, NTX=61, TB=1748797996.09s, D=0.41s
R=71611, TT=RebTrOw, NTX=20, TB=1748797998.13s, D=0.27s
R=71611, TT=RebCr, NTX=67, TB=1748797998.40s, D=0.31s
R=71612, TT=RebTrOw, NTX=20, TB=1748798000.32s, D=0.26s
R=71612, TT=RebCr, NTX=58, TB=1748798000.58s, D=0.30s
R=71613, TT=RebTrOw, NTX=20, TB=1748798002.53s, D=0.27s
R=71613, TT=RebCr, NTX=43, TB=1748798002.80s, D=0.26s
R=71614, TT=RebTrOw, NTX=20, TB=1748798004.65s, D=0.22s
R=71614, TT=RebCr, NTX=60, TB=1748798004.88s, D=0.42s
R=71615, TT=RebTrOw, NTX=20, TB=1748798006.91s, D=0.26s
R=71615, TT=RebCr, NTX=49, TB=1748798007.17s, D=0.30s
R=71616, TT=RebTrOw, NTX=20, TB=1748798009.03s, D=0.19s
R=71616, TT=RebCr, NTX=55, TB=1748798009.22s, D=0.41s
R=71617, TT=RebTrOw, NTX=20, TB=1748798011.44s, D=0.25s
R=71617, TT=RebCr, NTX=69, TB=1748798011.69s, D=0.32s
R=71618, TT=RebTrOw, NTX=20, TB=1748798013.60s, D=0.29s
R=71618, TT=RebCr, NTX=50, TB=1748798013.90s, D=0.28s
R=71619, TT=RebTrOw, NTX=20, TB=1748798015.65s, D=0.16s
R=71619, TT=RebCr, NTX=64, TB=1748798015.82s, D=0.41s
R=71620, TT=RebTrOw, NTX=20, TB=1748798018.01s, D=0.28s
R=71620, TT=RebCr, NTX=65, TB=1748798018.29s, D=0.28s
R=71621, TT=RebTrOw, NTX=20, TB=1748798020.16s, D=0.29s
R=71621, TT=RebCr, NTX=70, TB=1748798020.45s, D=0.31s
R=71622, TT=RebTrOw, NTX=20, TB=1748798022.32s, D=0.21s
R=71622, TT=RebCr, NTX=53, TB=1748798022.53s, D=0.41s
R=71623, TT=RebTrOw, NTX=20, TB=1748798024.54s, D=0.24s
R=71623, TT=RebCr, NTX=47, TB=1748798024.78s, D=0.33s
R=71624, TT=RebTrOw, NTX=20, TB=1748798026.76s, D=0.28s
R=71624, TT=RebCr, NTX=62, TB=1748798027.05s, D=0.28s
R=71625, TT=RebTrOw, NTX=20, TB=1748798028.95s, D=0.27s
R=71625, TT=RebCr, NTX=62, TB=1748798029.22s, D=0.36s
R=71626, TT=RebTrOw, NTX=20, TB=1748798031.20s, D=0.25s
R=71626, TT=RebCr, NTX=68, TB=1748798031.45s, D=0.36s
R=71627, TT=RebTrOw, NTX=20, TB=1748798033.45s, D=0.26s
R=71627, TT=RebCr, NTX=64, TB=1748798033.71s, D=0.28s
R=71628, TT=RebTrOw, NTX=20, TB=1748798035.61s, D=0.29s
R=71628, TT=RebCr, NTX=69, TB=1748798035.90s, D=0.42s
R=71629, TT=RebTrOw, NTX=20, TB=1748798038.14s, D=0.26s
R=71629, TT=RebCr, NTX=61, TB=1748798038.40s, D=0.32s
R=71630, TT=RebTrOw, NTX=20, TB=1748798040.30s, D=0.25s
R=71630, TT=RebCr, NTX=59, TB=1748798040.56s, D=0.32s
R=71631, TT=RebTrOw, NTX=20, TB=1748798042.47s, D=0.26s
R=71631, TT=RebCr, NTX=58, TB=1748798042.73s, D=0.37s
R=71632, TT=RebTrOw, NTX=20, TB=1748798044.77s, D=0.15s
R=71632, TT=RebCr, NTX=57, TB=1748798044.92s, D=0.40s
R=71633, TT=RebTrOw, NTX=20, TB=1748798046.91s, D=0.15s
R=71633, TT=RebCr, NTX=61, TB=1748798047.06s, D=0.41s
R=71634, TT=RebTrOw, NTX=20, TB=1748798049.54s, D=0.27s
R=71634, TT=RebCr, NTX=56, TB=1748798049.82s, D=0.34s
R=71635, TT=RebTrOw, NTX=20, TB=1748798051.75s, D=0.26s
R=71635, TT=RebCr, NTX=56, TB=1748798052.01s, D=0.34s
R=71636, TT=RebTrOw, NTX=20, TB=1748798053.96s, D=0.23s
R=71636, TT=RebCr, NTX=62, TB=1748798054.19s, D=0.41s
R=71637, TT=RebTrOw, NTX=20, TB=1748798056.22s, D=0.28s
R=71637, TT=RebCr, NTX=58, TB=1748798056.51s, D=0.28s
R=71638, TT=RebTrOw, NTX=20, TB=1748798058.37s, D=0.26s
R=71638, TT=RebCr, NTX=68, TB=1748798058.64s, D=0.33s
R=71639, TT=RebTrOw, NTX=20, TB=1748798060.40s, D=0.17s
R=71639, TT=RebCr, NTX=73, TB=1748798060.57s, D=0.43s
R=71640, TT=RebTrOw, NTX=20, TB=1748798062.80s, D=0.24s
R=71640, TT=RebCr, NTX=52, TB=1748798063.05s, D=0.33s
R=71641, TT=RebTrOw, NTX=20, TB=1748798064.85s, D=0.16s
R=71641, TT=RebCr, NTX=55, TB=1748798065.01s, D=0.37s
R=71642, TT=RebTrOw, NTX=20, TB=1748798067.20s, D=0.25s
R=71642, TT=RebCr, NTX=64, TB=1748798067.45s, D=0.30s
R=71643, TT=RebTrOw, NTX=20, TB=1748798069.35s, D=0.30s
R=71643, TT=RebCr, NTX=69, TB=1748798069.65s, D=0.39s
R=71644, TT=RebTrOw, NTX=20, TB=1748798071.58s, D=0.25s
R=71644, TT=RebCr, NTX=61, TB=1748798071.83s, D=0.36s
R=71645, TT=RebTrOw, NTX=20, TB=1748798073.90s, D=0.28s
R=71645, TT=RebCr, NTX=71, TB=1748798074.18s, D=0.33s
R=71646, TT=RebTrOw, NTX=20, TB=1748798076.10s, D=0.25s
R=71646, TT=RebCr, NTX=66, TB=1748798076.34s, D=0.32s
R=71647, TT=RebTrOw, NTX=20, TB=1748798078.28s, D=0.26s
R=71647, TT=RebCr, NTX=55, TB=1748798078.54s, D=0.30s
R=71648, TT=RebTrOw, NTX=20, TB=1748798080.48s, D=0.27s
R=71648, TT=RebCr, NTX=60, TB=1748798080.75s, D=0.32s
R=71649, TT=RebTrOw, NTX=20, TB=1748798082.69s, D=0.31s
R=71649, TT=RebCr, NTX=54, TB=1748798083.00s, D=0.27s
R=71650, TT=RebTrOw, NTX=20, TB=1748798084.81s, D=0.21s
R=71650, TT=RebCr, NTX=55, TB=1748798085.03s, D=0.42s
R=71651, TT=RebTrOw, NTX=20, TB=1748798087.05s, D=0.27s
R=71651, TT=RebCr, NTX=60, TB=1748798087.32s, D=0.32s
R=71652, TT=RebTrOw, NTX=20, TB=1748798089.25s, D=0.24s
R=71652, TT=RebCr, NTX=61, TB=1748798089.50s, D=0.36s
R=71653, TT=RebTrOw, NTX=20, TB=1748798091.42s, D=0.20s
R=71653, TT=RebCr, NTX=61, TB=1748798091.62s, D=0.35s
R=71654, TT=RebTrOw, NTX=20, TB=1748798093.58s, D=0.22s
R=71654, TT=RebCr, NTX=59, TB=1748798093.79s, D=0.37s
R=71655, TT=RebTrOw, NTX=20, TB=1748798095.76s, D=0.17s
R=71655, TT=RebCr, NTX=69, TB=1748798095.93s, D=0.59s
R=71656, TT=RebTrOw, NTX=20, TB=1748798098.14s, D=0.28s
R=71656, TT=RebCr, NTX=58, TB=1748798098.42s, D=0.31s
R=71657, TT=RebTrOw, NTX=20, TB=1748798100.35s, D=0.31s
R=71657, TT=RebCr, NTX=59, TB=1748798100.66s, D=0.31s
R=71658, TT=RebTrOw, NTX=20, TB=1748798102.55s, D=0.19s
R=71658, TT=RebCr, NTX=58, TB=1748798102.74s, D=0.48s
R=71659, TT=RebTrOw, NTX=20, TB=1748798105.05s, D=0.25s
R=71659, TT=RebCr, NTX=55, TB=1748798105.30s, D=0.37s
R=71660, TT=RebTrOw, NTX=20, TB=1748798107.29s, D=0.29s
R=71660, TT=RebCr, NTX=68, TB=1748798107.58s, D=0.35s
R=71661, TT=RebTrOw, NTX=20, TB=1748798109.74s, D=0.28s
R=71661, TT=RebCr, NTX=50, TB=1748798110.02s, D=0.30s
R=71662, TT=RebTrOw, NTX=20, TB=1748798111.98s, D=0.26s
R=71662, TT=RebCr, NTX=50, TB=1748798112.24s, D=0.27s
R=71663, TT=RebTrOw, NTX=20, TB=1748798114.14s, D=0.31s
R=71663, TT=RebCr, NTX=61, TB=1748798114.44s, D=0.27s
R=71664, TT=RebTrOw, NTX=20, TB=1748798116.28s, D=0.41s
R=71664, TT=RebCr, NTX=61, TB=1748798116.69s, D=0.27s
R=71665, TT=RebTrOw, NTX=20, TB=1748798118.55s, D=0.27s
R=71665, TT=RebCr, NTX=61, TB=1748798118.82s, D=0.34s
R=71666, TT=RebTrOw, NTX=20, TB=1748798120.77s, D=0.30s
R=71666, TT=RebCr, NTX=58, TB=1748798121.07s, D=0.23s
R=71667, TT=RebTrOw, NTX=20, TB=1748798122.89s, D=0.22s
R=71667, TT=RebCr, NTX=57, TB=1748798123.11s, D=0.40s
R=71668, TT=RebTrOw, NTX=20, TB=1748798125.12s, D=0.24s
R=71668, TT=RebCr, NTX=60, TB=1748798125.35s, D=0.33s
R=71669, TT=RebTrOw, NTX=20, TB=1748798127.27s, D=0.24s
R=71669, TT=RebCr, NTX=52, TB=1748798127.51s, D=0.34s
R=71670, TT=RebTrOw, NTX=20, TB=1748798129.47s, D=0.28s
R=71670, TT=RebCr, NTX=59, TB=1748798129.74s, D=0.35s
R=71671, TT=RebTrOw, NTX=20, TB=1748798131.71s, D=0.23s
R=71671, TT=RebCr, NTX=58, TB=1748798131.94s, D=0.36s
R=71672, TT=RebTrOw, NTX=20, TB=1748798133.97s, D=0.29s
R=71672, TT=RebCr, NTX=47, TB=1748798134.27s, D=0.30s
R=71673, TT=RebTrOw, NTX=20, TB=1748798136.14s, D=0.29s
R=71673, TT=RebCr, NTX=64, TB=1748798136.43s, D=0.35s
R=71674, TT=RebTrOw, NTX=20, TB=1748798138.37s, D=0.28s
R=71674, TT=RebCr, NTX=65, TB=1748798138.65s, D=0.29s
R=71675, TT=RebTrOw, NTX=20, TB=1748798140.51s, D=0.24s
R=71675, TT=RebCr, NTX=60, TB=1748798140.76s, D=0.32s
R=71676, TT=RebTrOw, NTX=20, TB=1748798142.68s, D=0.26s
R=71676, TT=RebCr, NTX=55, TB=1748798142.94s, D=0.35s
R=71677, TT=RebTrOw, NTX=20, TB=1748798144.85s, D=0.26s
R=71677, TT=RebCr, NTX=67, TB=1748798145.11s, D=0.42s
R=71678, TT=RebTrOw, NTX=20, TB=1748798147.17s, D=0.25s
R=71678, TT=RebCr, NTX=73, TB=1748798147.43s, D=0.34s
R=71679, TT=RebTrOw, NTX=20, TB=1748798149.36s, D=0.28s
R=71679, TT=RebCr, NTX=65, TB=1748798149.64s, D=0.35s
R=71680, TT=RebTrOw, NTX=20, TB=1748798151.54s, D=0.22s
R=71680, TT=RebCr, NTX=66, TB=1748798151.77s, D=0.47s
R=71681, TT=RebTrOw, NTX=20, TB=1748798153.85s, D=0.22s
R=71681, TT=RebCr, NTX=62, TB=1748798154.07s, D=0.39s
R=71682, TT=RebTrOw, NTX=20, TB=1748798155.85s, D=0.15s
R=71682, TT=RebCr, NTX=59, TB=1748798155.99s, D=0.56s
R=71683, TT=RebTrOw, NTX=20, TB=1748798158.40s, D=0.24s
R=71683, TT=RebCr, NTX=56, TB=1748798158.64s, D=0.29s
R=71684, TT=RebTrOw, NTX=20, TB=1748798160.67s, D=0.23s
R=71684, TT=RebCr, NTX=69, TB=1748798160.90s, D=0.30s
R=71685, TT=RebTrOw, NTX=20, TB=1748798162.73s, D=0.25s
R=71685, TT=RebCr, NTX=59, TB=1748798162.99s, D=0.37s
R=71686, TT=RebTrOw, NTX=20, TB=1748798165.22s, D=0.25s
R=71686, TT=RebCr, NTX=57, TB=1748798165.48s, D=0.31s
R=71687, TT=RebTrOw, NTX=20, TB=1748798167.41s, D=0.26s
R=71687, TT=RebCr, NTX=57, TB=1748798167.67s, D=0.33s
R=71688, TT=RebTrOw, NTX=20, TB=1748798169.81s, D=0.31s
R=71688, TT=RebCr, NTX=56, TB=1748798170.11s, D=0.23s
R=71689, TT=RebTrOw, NTX=20, TB=1748798171.94s, D=0.21s
R=71689, TT=RebCr, NTX=51, TB=1748798172.15s, D=0.37s
R=71690, TT=RebTrOw, NTX=20, TB=1748798174.12s, D=0.17s
R=71690, TT=RebCr, NTX=58, TB=1748798174.29s, D=0.34s
R=71691, TT=RebTrOw, NTX=20, TB=1748798176.38s, D=0.22s
R=71691, TT=RebCr, NTX=62, TB=1748798176.60s, D=0.43s
R=71692, TT=RebTrOw, NTX=20, TB=1748798178.66s, D=0.25s
R=71692, TT=RebCr, NTX=69, TB=1748798178.91s, D=0.36s
R=71693, TT=RebTrOw, NTX=20, TB=1748798180.81s, D=0.20s
R=71693, TT=RebCr, NTX=57, TB=1748798181.01s, D=0.29s
R=71694, TT=RebTrOw, NTX=20, TB=1748798182.96s, D=0.18s
R=71694, TT=RebCr, NTX=66, TB=1748798183.14s, D=0.42s
R=71695, TT=RebTrOw, NTX=20, TB=1748798185.28s, D=0.31s
R=71695, TT=RebCr, NTX=63, TB=1748798185.59s, D=0.27s
R=71696, TT=RebTrOw, NTX=20, TB=1748798187.43s, D=0.30s
R=71696, TT=RebCr, NTX=70, TB=1748798187.73s, D=0.30s
R=71697, TT=RebTrOw, NTX=20, TB=1748798189.63s, D=0.28s
R=71697, TT=RebCr, NTX=54, TB=1748798189.91s, D=0.29s
R=71698, TT=RebTrOw, NTX=20, TB=1748798191.90s, D=0.20s
R=71698, TT=RebCr, NTX=67, TB=1748798192.10s, D=0.39s
R=71699, TT=RebTrOw, NTX=20, TB=1748798194.19s, D=0.24s
R=71699, TT=RebCr, NTX=64, TB=1748798194.43s, D=0.35s
R=71700, TT=RebTrOw, NTX=20, TB=1748798196.37s, D=0.27s
R=71700, TT=RebCr, NTX=56, TB=1748798196.64s, D=0.28s
R=71701, TT=RebTrOw, NTX=20, TB=1748798198.55s, D=0.24s
R=71701, TT=RebCr, NTX=56, TB=1748798198.79s, D=0.36s
R=71702, TT=RebTrOw, NTX=20, TB=1748798200.75s, D=0.21s
R=71702, TT=RebCr, NTX=56, TB=1748798200.96s, D=0.29s
R=71703, TT=RebTrOw, NTX=20, TB=1748798203.02s, D=0.24s
R=71703, TT=RebCr, NTX=59, TB=1748798203.26s, D=0.34s
R=71704, TT=RebTrOw, NTX=20, TB=1748798205.19s, D=0.25s
R=71704, TT=RebCr, NTX=61, TB=1748798205.43s, D=0.37s
R=71705, TT=RebTrOw, NTX=20, TB=1748798207.43s, D=0.25s
R=71705, TT=RebCr, NTX=63, TB=1748798207.68s, D=0.40s
R=71706, TT=RebTrOw, NTX=20, TB=1748798209.68s, D=0.18s
R=71706, TT=RebCr, NTX=60, TB=1748798209.86s, D=0.30s
R=71707, TT=RebTrOw, NTX=20, TB=1748798211.94s, D=0.27s
R=71707, TT=RebCr, NTX=67, TB=1748798212.21s, D=0.40s
R=71708, TT=RebTrOw, NTX=20, TB=1748798214.22s, D=0.32s
R=71708, TT=RebCr, NTX=58, TB=1748798214.55s, D=0.24s
R=71709, TT=RebTrOw, NTX=20, TB=1748798216.35s, D=0.21s
R=71709, TT=RebCr, NTX=62, TB=1748798216.56s, D=0.46s
R=71710, TT=RebTrOw, NTX=20, TB=1748798218.72s, D=0.23s
R=71710, TT=RebCr, NTX=57, TB=1748798218.95s, D=0.34s
R=71711, TT=RebTrOw, NTX=20, TB=1748798220.99s, D=0.25s
R=71711, TT=RebCr, NTX=59, TB=1748798221.24s, D=0.30s
R=71712, TT=RebTrOw, NTX=20, TB=1748798223.16s, D=0.36s
R=71712, TT=RebCr, NTX=63, TB=1748798223.52s, D=0.44s
R=71713, TT=RebTrOw, NTX=20, TB=1748798225.65s, D=0.27s
R=71713, TT=RebCr, NTX=62, TB=1748798225.92s, D=0.36s
R=71714, TT=RebTrOw, NTX=20, TB=1748798228.00s, D=0.27s
R=71714, TT=RebCr, NTX=58, TB=1748798228.27s, D=0.32s
R=71715, TT=RebTrOw, NTX=20, TB=1748798230.02s, D=0.17s
R=71715, TT=RebCr, NTX=63, TB=1748798230.19s, D=0.41s
R=71716, TT=RebTrOw, NTX=20, TB=1748798232.27s, D=0.16s
R=71716, TT=RebCr, NTX=62, TB=1748798232.43s, D=0.43s
R=71717, TT=RebTrOw, NTX=20, TB=1748798234.63s, D=0.23s
R=71717, TT=RebCr, NTX=69, TB=1748798234.87s, D=0.37s
R=71718, TT=RebTrOw, NTX=20, TB=1748798236.84s, D=0.29s
R=71718, TT=RebCr, NTX=53, TB=1748798237.13s, D=0.30s
R=71719, TT=RebTrOw, NTX=20, TB=1748798239.05s, D=0.29s
R=71719, TT=RebCr, NTX=61, TB=1748798239.34s, D=0.42s
R=71720, TT=RebTrOw, NTX=20, TB=1748798241.38s, D=0.32s
R=71720, TT=RebCr, NTX=63, TB=1748798241.70s, D=0.39s
R=71721, TT=RebTrOw, NTX=20, TB=1748798243.62s, D=0.17s
R=71721, TT=RebCr, NTX=55, TB=1748798243.79s, D=0.38s
R=71722, TT=RebTrOw, NTX=20, TB=1748798245.95s, D=0.25s
R=71722, TT=RebCr, NTX=73, TB=1748798246.20s, D=0.49s
R=71723, TT=RebTrOw, NTX=20, TB=1748798248.28s, D=0.31s
R=71723, TT=RebCr, NTX=53, TB=1748798248.58s, D=0.35s
R=71724, TT=RebTrOw, NTX=20, TB=1748798250.40s, D=0.15s
R=71724, TT=RebCr, NTX=57, TB=1748798250.54s, D=0.40s
R=71725, TT=RebTrOw, NTX=20, TB=1748798252.77s, D=0.22s
R=71725, TT=RebCr, NTX=67, TB=1748798253.00s, D=0.37s
R=71726, TT=RebTrOw, NTX=20, TB=1748798254.90s, D=0.15s
R=71726, TT=RebCr, NTX=67, TB=1748798255.04s, D=0.48s
R=71727, TT=RebTrOw, NTX=20, TB=1748798257.32s, D=0.32s
R=71727, TT=RebCr, NTX=57, TB=1748798257.64s, D=0.37s
R=71728, TT=RebTrOw, NTX=20, TB=1748798259.44s, D=0.16s
R=71728, TT=RebCr, NTX=56, TB=1748798259.60s, D=0.41s
R=71729, TT=RebTrOw, NTX=20, TB=1748798261.74s, D=0.16s
R=71729, TT=RebCr, NTX=53, TB=1748798261.90s, D=0.39s
R=71730, TT=RebTrOw, NTX=20, TB=1748798264.04s, D=0.30s
R=71730, TT=RebCr, NTX=69, TB=1748798264.34s, D=0.31s
R=71731, TT=RebTrOw, NTX=20, TB=1748798266.20s, D=0.20s
R=71731, TT=RebCr, NTX=51, TB=1748798266.41s, D=0.43s
R=71732, TT=RebTrOw, NTX=20, TB=1748798268.54s, D=0.25s
R=71732, TT=RebCr, NTX=56, TB=1748798268.79s, D=0.34s
R=71733, TT=RebTrOw, NTX=20, TB=1748798270.75s, D=0.24s
R=71733, TT=RebCr, NTX=66, TB=1748798270.99s, D=0.40s
R=71734, TT=RebTrOw, NTX=20, TB=1748798272.99s, D=0.25s
R=71734, TT=RebCr, NTX=63, TB=1748798273.25s, D=0.36s
R=71735, TT=RebTrOw, NTX=20, TB=1748798275.25s, D=0.27s
R=71735, TT=RebCr, NTX=61, TB=1748798275.52s, D=0.28s
R=71736, TT=RebTrOw, NTX=20, TB=1748798277.41s, D=0.26s
R=71736, TT=RebCr, NTX=53, TB=1748798277.67s, D=0.31s
R=71737, TT=RebTrOw, NTX=20, TB=1748798279.62s, D=0.25s
R=71737, TT=RebCr, NTX=59, TB=1748798279.87s, D=0.38s
R=71738, TT=RebTrOw, NTX=20, TB=1748798281.80s, D=0.21s
R=71738, TT=RebCr, NTX=66, TB=1748798282.01s, D=0.38s
R=71739, TT=RebTrOw, NTX=20, TB=1748798284.47s, D=0.19s
R=71739, TT=RebCr, NTX=61, TB=1748798284.66s, D=0.20s
R=71740, TT=RebTrOw, NTX=20, TB=1748798286.48s, D=0.24s
R=71740, TT=RebCr, NTX=66, TB=1748798286.72s, D=0.33s
R=71741, TT=RebTrOw, NTX=20, TB=1748798288.64s, D=0.22s
R=71741, TT=RebCr, NTX=53, TB=1748798288.86s, D=0.34s
R=71742, TT=RebTrOw, NTX=20, TB=1748798290.86s, D=0.25s
R=71742, TT=RebCr, NTX=49, TB=1748798291.12s, D=0.34s
R=71743, TT=RebTrOw, NTX=20, TB=1748798293.16s, D=0.17s
R=71743, TT=RebCr, NTX=59, TB=1748798293.33s, D=0.35s
R=71744, TT=RebTrOw, NTX=20, TB=1748798295.43s, D=0.26s
R=71744, TT=RebCr, NTX=60, TB=1748798295.69s, D=0.29s
R=71745, TT=RebTrOw, NTX=20, TB=1748798297.63s, D=0.27s
R=71745, TT=RebCr, NTX=64, TB=1748798297.90s, D=0.31s
R=71746, TT=RebTrOw, NTX=20, TB=1748798299.89s, D=0.28s
R=71746, TT=RebCr, NTX=67, TB=1748798300.16s, D=0.26s
R=71747, TT=RebTrOw, NTX=20, TB=1748798301.93s, D=0.17s
R=71747, TT=RebCr, NTX=59, TB=1748798302.10s, D=0.33s
R=71748, TT=RebTrOw, NTX=20, TB=1748798304.18s, D=0.28s
R=71748, TT=RebCr, NTX=73, TB=1748798304.46s, D=0.34s
R=71749, TT=RebTrOw, NTX=20, TB=1748798306.25s, D=0.14s
R=71749, TT=RebCr, NTX=61, TB=1748798306.39s, D=0.44s
R=71750, TT=RebTrOw, NTX=20, TB=1748798308.42s, D=0.15s
R=71750, TT=RebCr, NTX=59, TB=1748798308.57s, D=0.43s
R=71751, TT=RebTrOw, NTX=20, TB=1748798310.75s, D=0.22s
R=71751, TT=RebCr, NTX=70, TB=1748798310.97s, D=0.40s
R=71752, TT=RebTrOw, NTX=20, TB=1748798312.95s, D=0.25s
R=71752, TT=RebCr, NTX=59, TB=1748798313.20s, D=0.34s
R=71753, TT=RebTrOw, NTX=20, TB=1748798315.15s, D=0.21s
R=71753, TT=RebCr, NTX=66, TB=1748798315.36s, D=0.40s
R=71754, TT=RebTrOw, NTX=20, TB=1748798317.32s, D=0.24s
R=71754, TT=RebCr, NTX=65, TB=1748798317.57s, D=0.36s
R=71755, TT=RebTrOw, NTX=20, TB=1748798319.59s, D=0.24s
R=71755, TT=RebCr, NTX=54, TB=1748798319.84s, D=0.35s
R=71756, TT=RebTrOw, NTX=20, TB=1748798321.81s, D=0.20s
R=71756, TT=RebCr, NTX=55, TB=1748798322.01s, D=0.40s
R=71757, TT=RebTrOw, NTX=20, TB=1748798324.04s, D=0.25s
R=71757, TT=RebCr, NTX=51, TB=1748798324.29s, D=0.31s
R=71758, TT=RebTrOw, NTX=20, TB=1748798326.15s, D=0.16s
R=71758, TT=RebCr, NTX=70, TB=1748798326.31s, D=0.36s
R=71759, TT=RebTrOw, NTX=20, TB=1748798328.35s, D=0.18s
R=71759, TT=RebCr, NTX=59, TB=1748798328.53s, D=0.33s
R=71760, TT=RebTrOw, NTX=20, TB=1748798330.69s, D=0.25s
R=71760, TT=RebCr, NTX=71, TB=1748798330.94s, D=0.34s
R=71761, TT=RebTrOw, NTX=20, TB=1748798332.72s, D=0.15s
R=71761, TT=RebCr, NTX=64, TB=1748798332.87s, D=0.42s
R=71762, TT=RebTrOw, NTX=20, TB=1748798335.09s, D=0.24s
R=71762, TT=RebCr, NTX=65, TB=1748798335.33s, D=0.39s
R=71763, TT=RebTrOw, NTX=20, TB=1748798337.34s, D=0.26s
R=71763, TT=RebCr, NTX=55, TB=1748798337.60s, D=0.38s
R=71764, TT=RebTrOw, NTX=20, TB=1748798339.61s, D=0.27s
R=71764, TT=RebCr, NTX=59, TB=1748798339.88s, D=0.35s
R=71765, TT=RebTrOw, NTX=20, TB=1748798342.13s, D=0.27s
R=71765, TT=RebCr, NTX=80, TB=1748798342.41s, D=0.45s
R=71766, TT=RebTrOw, NTX=20, TB=1748798344.52s, D=0.31s
R=71766, TT=RebCr, NTX=48, TB=1748798344.84s, D=0.24s
R=71767, TT=RebTrOw, NTX=20, TB=1748798346.70s, D=0.29s
R=71767, TT=RebCr, NTX=67, TB=1748798346.99s, D=0.35s
R=71768, TT=RebTrOw, NTX=20, TB=1748798349.05s, D=0.26s
R=71768, TT=RebCr, NTX=51, TB=1748798349.31s, D=0.28s
R=71769, TT=RebTrOw, NTX=20, TB=1748798351.12s, D=0.21s
R=71769, TT=RebCr, NTX=67, TB=1748798351.33s, D=0.46s
R=71770, TT=RebTrOw, NTX=20, TB=1748798353.44s, D=0.27s
R=71770, TT=RebCr, NTX=59, TB=1748798353.71s, D=0.31s
R=71771, TT=RebTrOw, NTX=20, TB=1748798355.54s, D=0.22s
R=71771, TT=RebCr, NTX=65, TB=1748798355.77s, D=0.38s
R=71772, TT=RebTrOw, NTX=20, TB=1748798357.85s, D=0.18s
R=71772, TT=RebCr, NTX=51, TB=1748798358.04s, D=0.31s
R=71773, TT=RebTrOw, NTX=20, TB=1748798360.08s, D=0.23s
R=71773, TT=RebCr, NTX=48, TB=1748798360.31s, D=0.35s
R=71774, TT=RebTrOw, NTX=20, TB=1748798362.22s, D=0.19s
R=71774, TT=RebCr, NTX=54, TB=1748798362.41s, D=0.33s
R=71775, TT=RebTrOw, NTX=20, TB=1748798364.58s, D=0.29s
R=71775, TT=RebCr, NTX=65, TB=1748798364.87s, D=0.29s
R=71776, TT=RebTrOw, NTX=20, TB=1748798366.77s, D=0.25s
R=71776, TT=RebCr, NTX=48, TB=1748798367.02s, D=0.32s
R=71777, TT=RebTrOw, NTX=20, TB=1748798368.93s, D=0.26s
R=71777, TT=RebCr, NTX=64, TB=1748798369.19s, D=0.40s
R=71778, TT=RebTrOw, NTX=20, TB=1748798371.21s, D=0.25s
R=71778, TT=RebCr, NTX=55, TB=1748798371.46s, D=0.35s
R=71779, TT=RebTrOw, NTX=20, TB=1748798373.25s, D=0.17s
R=71779, TT=RebCr, NTX=52, TB=1748798373.43s, D=0.33s
R=71780, TT=RebTrOw, NTX=20, TB=1748798375.54s, D=0.25s
R=71780, TT=RebCr, NTX=62, TB=1748798375.79s, D=0.34s
R=71781, TT=RebTrOw, NTX=20, TB=1748798377.79s, D=0.25s
R=71781, TT=RebCr, NTX=75, TB=1748798378.04s, D=0.31s
R=71782, TT=RebTrOw, NTX=20, TB=1748798379.94s, D=0.26s
R=71782, TT=RebCr, NTX=61, TB=1748798380.20s, D=0.29s
