R=70001, TT=RebTrOw, NTX=20, TB=1748794445.13s, D=0.24s
R=70921, TT=RebTrOw, NTX=20, TB=1748796463.88s, D=0.26s
R=70921, TT=RebCr, NTX=67, TB=1748796464.14s, D=0.37s
R=70922, TT=RebTrOw, NTX=20, TB=1748796466.09s, D=0.25s
R=70922, TT=RebCr, NTX=57, TB=1748796466.34s, D=0.45s
R=70923, TT=RebTrOw, NTX=20, TB=1748796468.58s, D=0.27s
R=70923, TT=RebCr, NTX=59, TB=1748796468.85s, D=0.27s
R=70924, TT=RebTrOw, NTX=20, TB=1748796470.81s, D=0.26s
R=70924, TT=RebCr, NTX=57, TB=1748796471.08s, D=0.25s
R=70925, TT=RebTrOw, NTX=20, TB=1748796472.84s, D=0.20s
R=70925, TT=RebCr, NTX=55, TB=1748796473.04s, D=0.35s
R=70926, TT=RebTrOw, NTX=20, TB=1748796475.04s, D=0.27s
R=70926, TT=RebCr, NTX=57, TB=1748796475.31s, D=0.25s
R=70927, TT=RebTrOw, NTX=20, TB=1748796477.05s, D=0.21s
R=70927, TT=RebCr, NTX=57, TB=1748796477.26s, D=0.39s
R=70928, TT=RebTrOw, NTX=20, TB=1748796479.23s, D=0.25s
R=70928, TT=RebCr, NTX=64, TB=1748796479.49s, D=0.33s
R=70929, TT=RebTrOw, NTX=20, TB=1748796481.43s, D=0.29s
R=70929, TT=RebCr, NTX=56, TB=1748796481.72s, D=0.24s
R=70930, TT=RebTrOw, NTX=20, TB=1748796483.60s, D=0.25s
R=70930, TT=RebCr, NTX=62, TB=1748796483.85s, D=0.37s
R=70931, TT=RebTrOw, NTX=20, TB=1748796485.98s, D=0.30s
R=70931, TT=RebCr, NTX=62, TB=1748796486.28s, D=0.44s
R=70932, TT=RebTrOw, NTX=20, TB=1748796488.33s, D=0.24s
R=70932, TT=RebCr, NTX=63, TB=1748796488.57s, D=0.29s
R=70933, TT=RebTrOw, NTX=20, TB=1748796490.50s, D=0.24s
R=70933, TT=RebCr, NTX=64, TB=1748796490.74s, D=0.29s
R=70934, TT=RebTrOw, NTX=20, TB=1748796492.63s, D=0.26s
R=70934, TT=RebCr, NTX=56, TB=1748796492.88s, D=0.28s
R=70935, TT=RebTrOw, NTX=20, TB=1748796494.76s, D=0.22s
R=70935, TT=RebCr, NTX=49, TB=1748796494.98s, D=0.30s
R=70936, TT=RebTrOw, NTX=20, TB=1748796496.89s, D=0.24s
R=70936, TT=RebCr, NTX=62, TB=1748796497.13s, D=0.30s
R=70937, TT=RebTrOw, NTX=20, TB=1748796499.01s, D=0.26s
R=70937, TT=RebCr, NTX=64, TB=1748796499.27s, D=0.30s
R=70938, TT=RebTrOw, NTX=20, TB=1748796501.10s, D=0.21s
R=70938, TT=RebCr, NTX=54, TB=1748796501.31s, D=0.39s
R=70939, TT=RebTrOw, NTX=20, TB=1748796503.28s, D=0.25s
R=70939, TT=RebCr, NTX=61, TB=1748796503.54s, D=0.31s
R=70940, TT=RebTrOw, NTX=20, TB=1748796505.41s, D=0.25s
R=70940, TT=RebCr, NTX=55, TB=1748796505.67s, D=0.31s
R=70941, TT=RebTrOw, NTX=20, TB=1748796507.28s, D=0.14s
R=70941, TT=RebCr, NTX=61, TB=1748796507.42s, D=0.23s
R=70942, TT=RebTrOw, NTX=20, TB=1748796509.56s, D=0.16s
R=70942, TT=RebCr, NTX=47, TB=1748796509.72s, D=0.34s
R=70943, TT=RebTrOw, NTX=20, TB=1748796511.97s, D=0.18s
R=70943, TT=RebCr, NTX=49, TB=1748796512.15s, D=0.31s
R=70944, TT=RebTrOw, NTX=20, TB=1748796514.19s, D=0.28s
R=70944, TT=RebCr, NTX=65, TB=1748796514.47s, D=0.27s
R=70945, TT=RebTrOw, NTX=20, TB=1748796516.51s, D=0.18s
R=70945, TT=RebCr, NTX=62, TB=1748796516.69s, D=0.45s
R=70946, TT=RebTrOw, NTX=20, TB=1748796518.57s, D=0.14s
R=70946, TT=RebCr, NTX=58, TB=1748796518.71s, D=0.38s
R=70947, TT=RebTrOw, NTX=20, TB=1748796520.89s, D=0.18s
R=70947, TT=RebCr, NTX=68, TB=1748796521.08s, D=0.39s
R=70948, TT=RebTrOw, NTX=20, TB=1748796523.11s, D=0.21s
R=70948, TT=RebCr, NTX=58, TB=1748796523.33s, D=0.34s
R=70949, TT=RebTrOw, NTX=20, TB=1748796525.17s, D=0.15s
R=70949, TT=RebCr, NTX=57, TB=1748796525.32s, D=0.40s
R=70950, TT=RebTrOw, NTX=20, TB=1748796527.59s, D=0.24s
R=70950, TT=RebCr, NTX=62, TB=1748796527.83s, D=0.35s
R=70951, TT=RebTrOw, NTX=20, TB=1748796529.76s, D=0.23s
R=70951, TT=RebCr, NTX=58, TB=1748796529.99s, D=0.33s
R=70952, TT=RebTrOw, NTX=20, TB=1748796531.85s, D=0.17s
R=70952, TT=RebCr, NTX=65, TB=1748796532.01s, D=0.38s
R=70953, TT=RebTrOw, NTX=20, TB=1748796534.10s, D=0.26s
R=70953, TT=RebCr, NTX=64, TB=1748796534.36s, D=0.28s
R=70954, TT=RebTrOw, NTX=20, TB=1748796536.27s, D=0.25s
R=70954, TT=RebCr, NTX=50, TB=1748796536.52s, D=0.29s
R=70955, TT=RebTrOw, NTX=20, TB=1748796538.52s, D=0.26s
R=70955, TT=RebCr, NTX=60, TB=1748796538.78s, D=0.30s
R=70956, TT=RebTrOw, NTX=20, TB=1748796540.66s, D=0.23s
R=70956, TT=RebCr, NTX=61, TB=1748796540.89s, D=0.28s
R=70957, TT=RebTrOw, NTX=20, TB=1748796542.86s, D=0.31s
R=70957, TT=RebCr, NTX=60, TB=1748796543.16s, D=0.50s
R=70958, TT=RebTrOw, NTX=20, TB=1748796545.29s, D=0.26s
R=70958, TT=RebCr, NTX=58, TB=1748796545.55s, D=0.28s
R=70959, TT=RebTrOw, NTX=20, TB=1748796547.47s, D=0.25s
R=70959, TT=RebCr, NTX=58, TB=1748796547.72s, D=0.28s
R=70960, TT=RebTrOw, NTX=20, TB=1748796549.75s, D=0.14s
R=70960, TT=RebCr, NTX=71, TB=1748796549.89s, D=0.36s
R=70961, TT=RebTrOw, NTX=20, TB=1748796552.10s, D=0.24s
R=70961, TT=RebCr, NTX=61, TB=1748796552.34s, D=0.35s
R=70962, TT=RebTrOw, NTX=20, TB=1748796554.28s, D=0.27s
R=70962, TT=RebCr, NTX=65, TB=1748796554.55s, D=0.26s
R=70963, TT=RebTrOw, NTX=20, TB=1748796556.33s, D=0.17s
R=70963, TT=RebCr, NTX=55, TB=1748796556.50s, D=0.31s
R=70964, TT=RebTrOw, NTX=20, TB=1748796558.63s, D=0.25s
R=70964, TT=RebCr, NTX=55, TB=1748796558.88s, D=0.28s
R=70965, TT=RebTrOw, NTX=20, TB=1748796560.75s, D=0.19s
R=70965, TT=RebCr, NTX=61, TB=1748796560.94s, D=0.36s
R=70966, TT=RebTrOw, NTX=20, TB=1748796562.96s, D=0.24s
R=70966, TT=RebCr, NTX=59, TB=1748796563.20s, D=0.34s
R=70967, TT=RebTrOw, NTX=20, TB=1748796565.13s, D=0.27s
R=70967, TT=RebCr, NTX=58, TB=1748796565.40s, D=0.34s
R=70968, TT=RebTrOw, NTX=20, TB=1748796567.31s, D=0.22s
R=70968, TT=RebCr, NTX=71, TB=1748796567.53s, D=0.37s
R=70969, TT=RebTrOw, NTX=20, TB=1748796569.40s, D=0.17s
R=70969, TT=RebCr, NTX=53, TB=1748796569.57s, D=0.33s
R=70970, TT=RebTrOw, NTX=20, TB=1748796571.72s, D=0.26s
R=70970, TT=RebCr, NTX=59, TB=1748796571.98s, D=0.35s
R=70971, TT=RebTrOw, NTX=20, TB=1748796573.81s, D=0.17s
R=70971, TT=RebCr, NTX=55, TB=1748796573.99s, D=0.30s
R=70972, TT=RebTrOw, NTX=20, TB=1748796576.04s, D=0.23s
R=70972, TT=RebCr, NTX=54, TB=1748796576.28s, D=0.27s
R=70973, TT=RebTrOw, NTX=20, TB=1748796578.31s, D=0.23s
R=70973, TT=RebCr, NTX=56, TB=1748796578.55s, D=0.32s
R=70974, TT=RebTrOw, NTX=20, TB=1748796580.50s, D=0.21s
R=70974, TT=RebCr, NTX=61, TB=1748796580.70s, D=0.32s
R=70975, TT=RebTrOw, NTX=20, TB=1748796582.43s, D=0.15s
R=70975, TT=RebCr, NTX=58, TB=1748796582.58s, D=0.42s
R=70976, TT=RebTrOw, NTX=20, TB=1748796584.76s, D=0.21s
R=70976, TT=RebCr, NTX=50, TB=1748796584.97s, D=0.34s
R=70977, TT=RebTrOw, NTX=20, TB=1748796586.90s, D=0.23s
R=70977, TT=RebCr, NTX=54, TB=1748796587.13s, D=0.33s
R=70978, TT=RebTrOw, NTX=20, TB=1748796589.11s, D=0.23s
R=70978, TT=RebCr, NTX=72, TB=1748796589.34s, D=0.33s
R=70979, TT=RebTrOw, NTX=20, TB=1748796591.27s, D=0.19s
R=70979, TT=RebCr, NTX=50, TB=1748796591.46s, D=0.28s
R=70980, TT=RebTrOw, NTX=20, TB=1748796593.53s, D=0.27s
R=70980, TT=RebCr, NTX=62, TB=1748796593.79s, D=0.34s
R=70981, TT=RebTrOw, NTX=20, TB=1748796595.78s, D=0.26s
R=70981, TT=RebCr, NTX=61, TB=1748796596.03s, D=0.40s
R=70982, TT=RebTrOw, NTX=20, TB=1748796597.94s, D=0.22s
R=70982, TT=RebCr, NTX=63, TB=1748796598.16s, D=0.37s
R=70983, TT=RebTrOw, NTX=20, TB=1748796600.14s, D=0.23s
R=70983, TT=RebCr, NTX=67, TB=1748796600.37s, D=0.32s
R=70984, TT=RebTrOw, NTX=20, TB=1748796602.30s, D=0.30s
R=70984, TT=RebCr, NTX=66, TB=1748796602.61s, D=0.31s
R=70985, TT=RebTrOw, NTX=20, TB=1748796604.63s, D=0.26s
R=70985, TT=RebCr, NTX=58, TB=1748796604.89s, D=0.27s
R=70986, TT=RebTrOw, NTX=20, TB=1748796606.54s, D=0.15s
R=70986, TT=RebCr, NTX=65, TB=1748796606.68s, D=0.36s
R=70987, TT=RebTrOw, NTX=20, TB=1748796608.99s, D=0.20s
R=70987, TT=RebCr, NTX=69, TB=1748796609.19s, D=0.38s
R=70988, TT=RebTrOw, NTX=20, TB=1748796611.25s, D=0.23s
R=70988, TT=RebCr, NTX=51, TB=1748796611.48s, D=0.28s
R=70989, TT=RebTrOw, NTX=20, TB=1748796613.45s, D=0.24s
R=70989, TT=RebCr, NTX=64, TB=1748796613.69s, D=0.27s
R=70990, TT=RebTrOw, NTX=20, TB=1748796615.49s, D=0.20s
R=70990, TT=RebCr, NTX=66, TB=1748796615.69s, D=0.43s
R=70991, TT=RebTrOw, NTX=20, TB=1748796617.73s, D=0.25s
R=70991, TT=RebCr, NTX=62, TB=1748796617.98s, D=0.31s
R=70992, TT=RebTrOw, NTX=20, TB=1748796619.87s, D=0.27s
R=70992, TT=RebCr, NTX=50, TB=1748796620.13s, D=0.31s
R=70993, TT=RebTrOw, NTX=20, TB=1748796621.87s, D=0.16s
R=70993, TT=RebCr, NTX=57, TB=1748796622.03s, D=0.38s
R=70994, TT=RebTrOw, NTX=20, TB=1748796624.12s, D=0.30s
R=70994, TT=RebCr, NTX=64, TB=1748796624.42s, D=0.27s
R=70995, TT=RebTrOw, NTX=20, TB=1748796626.28s, D=0.24s
R=70995, TT=RebCr, NTX=56, TB=1748796626.52s, D=0.34s
R=70996, TT=RebTrOw, NTX=20, TB=1748796628.45s, D=0.26s
R=70996, TT=RebCr, NTX=56, TB=1748796628.71s, D=0.26s
R=70997, TT=RebTrOw, NTX=20, TB=1748796630.59s, D=0.27s
R=70997, TT=RebCr, NTX=55, TB=1748796630.86s, D=0.24s
R=70998, TT=RebTrOw, NTX=20, TB=1748796632.72s, D=0.23s
R=70998, TT=RebCr, NTX=65, TB=1748796632.96s, D=0.36s
R=70999, TT=RebTrOw, NTX=20, TB=1748796634.86s, D=0.20s
R=70999, TT=RebCr, NTX=66, TB=1748796635.07s, D=0.40s
R=71000, TT=RebTrOw, NTX=20, TB=1748796637.07s, D=0.27s
R=71000, TT=RebCr, NTX=55, TB=1748796637.34s, D=0.29s
R=71001, TT=RebTrOw, NTX=20, TB=1748796639.22s, D=0.25s
R=71001, TT=RebCr, NTX=57, TB=1748796639.47s, D=0.30s
R=71002, TT=RebTrOw, NTX=20, TB=1748796641.28s, D=0.18s
R=71002, TT=RebCr, NTX=62, TB=1748796641.46s, D=0.30s
R=71003, TT=RebTrOw, NTX=20, TB=1748796643.52s, D=0.27s
R=71003, TT=RebCr, NTX=56, TB=1748796643.78s, D=0.27s
R=71004, TT=RebTrOw, NTX=20, TB=1748796645.66s, D=0.37s
R=71004, TT=RebCr, NTX=64, TB=1748796646.03s, D=0.37s
R=71005, TT=RebTrOw, NTX=20, TB=1748796647.97s, D=0.26s
R=71005, TT=RebCr, NTX=58, TB=1748796648.23s, D=0.34s
R=71006, TT=RebTrOw, NTX=20, TB=1748796650.14s, D=0.27s
R=71006, TT=RebCr, NTX=65, TB=1748796650.41s, D=0.31s
R=71007, TT=RebTrOw, NTX=20, TB=1748796652.34s, D=0.28s
R=71007, TT=RebCr, NTX=57, TB=1748796652.62s, D=0.24s
R=71008, TT=RebTrOw, NTX=20, TB=1748796654.42s, D=0.22s
R=71008, TT=RebCr, NTX=62, TB=1748796654.64s, D=0.34s
R=71009, TT=RebTrOw, NTX=20, TB=1748796656.48s, D=0.17s
R=71009, TT=RebCr, NTX=69, TB=1748796656.66s, D=0.45s
R=71010, TT=RebTrOw, NTX=20, TB=1748796658.75s, D=0.20s
R=71010, TT=RebCr, NTX=49, TB=1748796658.96s, D=0.29s
R=71011, TT=RebTrOw, NTX=20, TB=1748796660.95s, D=0.24s
R=71011, TT=RebCr, NTX=70, TB=1748796661.19s, D=0.32s
R=71012, TT=RebTrOw, NTX=20, TB=1748796663.05s, D=0.19s
R=71012, TT=RebCr, NTX=52, TB=1748796663.25s, D=0.47s
R=71013, TT=RebTrOw, NTX=20, TB=1748796665.50s, D=0.24s
R=71013, TT=RebCr, NTX=58, TB=1748796665.74s, D=0.41s
R=71014, TT=RebTrOw, NTX=20, TB=1748796667.81s, D=0.17s
R=71014, TT=RebCr, NTX=57, TB=1748796667.98s, D=0.33s
R=71015, TT=RebTrOw, NTX=20, TB=1748796670.14s, D=0.20s
R=71015, TT=RebCr, NTX=58, TB=1748796670.35s, D=0.35s
R=71016, TT=RebTrOw, NTX=20, TB=1748796672.18s, D=0.16s
R=71016, TT=RebCr, NTX=63, TB=1748796672.34s, D=0.36s
R=71017, TT=RebTrOw, NTX=20, TB=1748796674.51s, D=0.27s
R=71017, TT=RebCr, NTX=50, TB=1748796674.79s, D=0.25s
R=71018, TT=RebTrOw, NTX=20, TB=1748796676.62s, D=0.21s
R=71018, TT=RebCr, NTX=61, TB=1748796676.84s, D=0.37s
R=71019, TT=RebTrOw, NTX=20, TB=1748796678.72s, D=0.19s
R=71019, TT=RebCr, NTX=59, TB=1748796678.91s, D=0.27s
R=71020, TT=RebTrOw, NTX=20, TB=1748796680.91s, D=0.23s
R=71020, TT=RebCr, NTX=58, TB=1748796681.14s, D=0.28s
R=71021, TT=RebTrOw, NTX=20, TB=1748796683.04s, D=0.27s
R=71021, TT=RebCr, NTX=57, TB=1748796683.31s, D=0.26s
R=71022, TT=RebTrOw, NTX=20, TB=1748796685.18s, D=0.25s
R=71022, TT=RebCr, NTX=61, TB=1748796685.43s, D=0.27s
R=71023, TT=RebTrOw, NTX=20, TB=1748796687.27s, D=0.22s
R=71023, TT=RebCr, NTX=65, TB=1748796687.49s, D=0.39s
R=71024, TT=RebTrOw, NTX=20, TB=1748796689.47s, D=0.24s
R=71024, TT=RebCr, NTX=51, TB=1748796689.71s, D=0.34s
R=71025, TT=RebTrOw, NTX=20, TB=1748796691.83s, D=0.25s
R=71025, TT=RebCr, NTX=62, TB=1748796692.08s, D=0.32s
R=71026, TT=RebTrOw, NTX=20, TB=1748796694.00s, D=0.22s
R=71026, TT=RebCr, NTX=63, TB=1748796694.23s, D=0.35s
R=71027, TT=RebTrOw, NTX=20, TB=1748796696.13s, D=0.25s
R=71027, TT=RebCr, NTX=61, TB=1748796696.38s, D=0.32s
R=71028, TT=RebTrOw, NTX=20, TB=1748796698.59s, D=0.28s
R=71028, TT=RebCr, NTX=65, TB=1748796698.87s, D=0.30s
R=71029, TT=RebTrOw, NTX=20, TB=1748796700.80s, D=0.23s
R=71029, TT=RebCr, NTX=46, TB=1748796701.03s, D=0.37s
R=71030, TT=RebTrOw, NTX=20, TB=1748796703.00s, D=0.23s
R=71030, TT=RebCr, NTX=64, TB=1748796703.23s, D=0.31s
R=71031, TT=RebTrOw, NTX=20, TB=1748796705.15s, D=0.25s
R=71031, TT=RebCr, NTX=56, TB=1748796705.40s, D=0.31s
R=71032, TT=RebTrOw, NTX=20, TB=1748796707.33s, D=0.25s
R=71032, TT=RebCr, NTX=59, TB=1748796707.58s, D=0.27s
R=71033, TT=RebTrOw, NTX=20, TB=1748796709.38s, D=0.17s
R=71033, TT=RebCr, NTX=65, TB=1748796709.55s, D=0.35s
R=71034, TT=RebTrOw, NTX=20, TB=1748796711.65s, D=0.27s
R=71034, TT=RebCr, NTX=53, TB=1748796711.92s, D=0.28s
R=71035, TT=RebTrOw, NTX=20, TB=1748796713.67s, D=0.17s
R=71035, TT=RebCr, NTX=62, TB=1748796713.84s, D=0.38s
R=71036, TT=RebTrOw, NTX=20, TB=1748796716.01s, D=0.33s
R=71036, TT=RebCr, NTX=66, TB=1748796716.33s, D=0.44s
R=71037, TT=RebTrOw, NTX=20, TB=1748796718.38s, D=0.27s
R=71037, TT=RebCr, NTX=58, TB=1748796718.65s, D=0.36s
R=71038, TT=RebTrOw, NTX=20, TB=1748796720.56s, D=0.17s
R=71038, TT=RebCr, NTX=59, TB=1748796720.73s, D=0.41s
R=71039, TT=RebTrOw, NTX=20, TB=1748796722.80s, D=0.34s
R=71039, TT=RebCr, NTX=61, TB=1748796723.14s, D=0.46s
R=71040, TT=RebTrOw, NTX=20, TB=1748796725.18s, D=0.24s
R=71040, TT=RebCr, NTX=67, TB=1748796725.43s, D=0.43s
R=71041, TT=RebTrOw, NTX=20, TB=1748796727.43s, D=0.26s
R=71041, TT=RebCr, NTX=66, TB=1748796727.70s, D=0.31s
R=71042, TT=RebTrOw, NTX=20, TB=1748796729.83s, D=0.25s
R=71042, TT=RebCr, NTX=57, TB=1748796730.07s, D=0.31s
R=71043, TT=RebTrOw, NTX=20, TB=1748796732.01s, D=0.29s
R=71043, TT=RebCr, NTX=63, TB=1748796732.29s, D=0.29s
R=71044, TT=RebTrOw, NTX=20, TB=1748796734.06s, D=0.17s
R=71044, TT=RebCr, NTX=51, TB=1748796734.23s, D=0.32s
R=71045, TT=RebTrOw, NTX=20, TB=1748796736.21s, D=0.19s
R=71045, TT=RebCr, NTX=50, TB=1748796736.39s, D=0.33s
R=71046, TT=RebTrOw, NTX=20, TB=1748796738.36s, D=0.15s
R=71046, TT=RebCr, NTX=66, TB=1748796738.51s, D=0.38s
R=71047, TT=RebTrOw, NTX=20, TB=1748796740.61s, D=0.20s
R=71047, TT=RebCr, NTX=68, TB=1748796740.81s, D=0.38s
R=71048, TT=RebTrOw, NTX=20, TB=1748796742.81s, D=0.22s
R=71048, TT=RebCr, NTX=54, TB=1748796743.03s, D=0.35s
R=71049, TT=RebTrOw, NTX=20, TB=1748796745.02s, D=0.29s
R=71049, TT=RebCr, NTX=65, TB=1748796745.31s, D=0.54s
R=71050, TT=RebTrOw, NTX=20, TB=1748796747.46s, D=0.26s
R=71050, TT=RebCr, NTX=54, TB=1748796747.72s, D=0.27s
R=71051, TT=RebTrOw, NTX=20, TB=1748796749.50s, D=0.18s
R=71051, TT=RebCr, NTX=72, TB=1748796749.68s, D=0.28s
R=71052, TT=RebTrOw, NTX=20, TB=1748796751.89s, D=0.27s
R=71052, TT=RebCr, NTX=55, TB=1748796752.17s, D=0.27s
R=71053, TT=RebTrOw, NTX=20, TB=1748796754.07s, D=0.24s
R=71053, TT=RebCr, NTX=47, TB=1748796754.31s, D=0.32s
R=71054, TT=RebTrOw, NTX=20, TB=1748796756.24s, D=0.26s
R=71054, TT=RebCr, NTX=64, TB=1748796756.50s, D=0.29s
R=71055, TT=RebTrOw, NTX=20, TB=1748796758.38s, D=0.23s
R=71055, TT=RebCr, NTX=66, TB=1748796758.60s, D=0.36s
R=71056, TT=RebTrOw, NTX=20, TB=1748796760.60s, D=0.16s
R=71056, TT=RebCr, NTX=49, TB=1748796760.76s, D=0.34s
R=71057, TT=RebTrOw, NTX=20, TB=1748796762.83s, D=0.29s
R=71057, TT=RebCr, NTX=55, TB=1748796763.12s, D=0.31s
R=71058, TT=RebTrOw, NTX=20, TB=1748796764.96s, D=0.23s
R=71058, TT=RebCr, NTX=69, TB=1748796765.19s, D=0.37s
R=71059, TT=RebTrOw, NTX=20, TB=1748796767.13s, D=0.20s
R=71059, TT=RebCr, NTX=60, TB=1748796767.32s, D=0.36s
R=71060, TT=RebTrOw, NTX=20, TB=1748796769.36s, D=0.21s
R=71060, TT=RebCr, NTX=60, TB=1748796769.57s, D=0.34s
R=71061, TT=RebTrOw, NTX=20, TB=1748796771.51s, D=0.16s
R=71061, TT=RebCr, NTX=68, TB=1748796771.67s, D=0.36s
R=71062, TT=RebTrOw, NTX=20, TB=1748796773.79s, D=0.29s
R=71062, TT=RebCr, NTX=62, TB=1748796774.08s, D=0.27s
R=71063, TT=RebTrOw, NTX=20, TB=1748796775.96s, D=0.45s
R=71063, TT=RebCr, NTX=60, TB=1748796776.41s, D=0.30s
R=71064, TT=RebTrOw, NTX=20, TB=1748796778.22s, D=0.18s
R=71064, TT=RebCr, NTX=64, TB=1748796778.39s, D=0.37s
R=71065, TT=RebTrOw, NTX=20, TB=1748796780.54s, D=0.26s
R=71065, TT=RebCr, NTX=52, TB=1748796780.81s, D=0.23s
R=71066, TT=RebTrOw, NTX=20, TB=1748796782.62s, D=0.24s
R=71066, TT=RebCr, NTX=68, TB=1748796782.86s, D=0.35s
R=71067, TT=RebTrOw, NTX=20, TB=1748796785.09s, D=0.24s
R=71067, TT=RebCr, NTX=59, TB=1748796785.33s, D=0.29s
R=71068, TT=RebTrOw, NTX=20, TB=1748796787.27s, D=0.24s
R=71068, TT=RebCr, NTX=66, TB=1748796787.52s, D=0.31s
R=71069, TT=RebTrOw, NTX=20, TB=1748796789.64s, D=0.22s
R=71069, TT=RebCr, NTX=54, TB=1748796789.86s, D=0.33s
R=71070, TT=RebTrOw, NTX=20, TB=1748796791.77s, D=0.19s
R=71070, TT=RebCr, NTX=60, TB=1748796791.97s, D=0.44s
R=71071, TT=RebTrOw, NTX=20, TB=1748796794.06s, D=0.24s
R=71071, TT=RebCr, NTX=57, TB=1748796794.30s, D=0.31s
R=71072, TT=RebTrOw, NTX=20, TB=1748796796.23s, D=0.22s
R=71072, TT=RebCr, NTX=59, TB=1748796796.45s, D=0.36s
R=71073, TT=RebTrOw, NTX=20, TB=1748796798.43s, D=0.20s
R=71073, TT=RebCr, NTX=59, TB=1748796798.63s, D=0.34s
R=71074, TT=RebTrOw, NTX=20, TB=1748796800.65s, D=0.20s
R=71074, TT=RebCr, NTX=63, TB=1748796800.85s, D=0.39s
R=71075, TT=RebTrOw, NTX=20, TB=1748796802.86s, D=0.25s
R=71075, TT=RebCr, NTX=68, TB=1748796803.11s, D=0.32s
R=71076, TT=RebTrOw, NTX=20, TB=1748796804.98s, D=0.29s
R=71076, TT=RebCr, NTX=66, TB=1748796805.28s, D=0.38s
R=71077, TT=RebTrOw, NTX=20, TB=1748796807.46s, D=0.23s
R=71077, TT=RebCr, NTX=62, TB=1748796807.69s, D=0.34s
R=71078, TT=RebTrOw, NTX=20, TB=1748796809.64s, D=0.22s
R=71078, TT=RebCr, NTX=60, TB=1748796809.86s, D=0.31s
R=71079, TT=RebTrOw, NTX=20, TB=1748796811.81s, D=0.19s
R=71079, TT=RebCr, NTX=46, TB=1748796812.00s, D=0.33s
R=71080, TT=RebTrOw, NTX=20, TB=1748796814.11s, D=0.24s
R=71080, TT=RebCr, NTX=56, TB=1748796814.35s, D=0.32s
R=71081, TT=RebTrOw, NTX=20, TB=1748796816.29s, D=0.25s
R=71081, TT=RebCr, NTX=50, TB=1748796816.54s, D=0.30s
R=71082, TT=RebTrOw, NTX=20, TB=1748796818.37s, D=0.19s
R=71082, TT=RebCr, NTX=67, TB=1748796818.56s, D=0.42s
R=71083, TT=RebTrOw, NTX=20, TB=1748796820.65s, D=0.16s
R=71083, TT=RebCr, NTX=53, TB=1748796820.80s, D=0.37s
R=71084, TT=RebTrOw, NTX=20, TB=1748796822.98s, D=0.23s
R=71084, TT=RebCr, NTX=61, TB=1748796823.22s, D=0.32s
R=71085, TT=RebTrOw, NTX=20, TB=1748796825.13s, D=0.25s
R=71085, TT=RebCr, NTX=66, TB=1748796825.38s, D=0.32s
R=71086, TT=RebTrOw, NTX=20, TB=1748796827.28s, D=0.23s
R=71086, TT=RebCr, NTX=62, TB=1748796827.51s, D=0.37s
R=71087, TT=RebTrOw, NTX=20, TB=1748796829.42s, D=0.24s
R=71087, TT=RebCr, NTX=59, TB=1748796829.66s, D=0.38s
R=71088, TT=RebTrOw, NTX=20, TB=1748796831.66s, D=0.29s
R=71088, TT=RebCr, NTX=63, TB=1748796831.95s, D=0.27s
R=71089, TT=RebTrOw, NTX=20, TB=1748796833.72s, D=0.20s
R=71089, TT=RebCr, NTX=58, TB=1748796833.92s, D=0.31s
R=71090, TT=RebTrOw, NTX=20, TB=1748796835.94s, D=0.31s
R=71090, TT=RebCr, NTX=51, TB=1748796836.25s, D=0.33s
R=71091, TT=RebTrOw, NTX=20, TB=1748796838.20s, D=0.23s
R=71091, TT=RebCr, NTX=53, TB=1748796838.42s, D=0.35s
R=71092, TT=RebTrOw, NTX=20, TB=1748796840.27s, D=0.18s
R=71092, TT=RebCr, NTX=58, TB=1748796840.44s, D=0.39s
R=71093, TT=RebTrOw, NTX=20, TB=1748796842.60s, D=0.23s
R=71093, TT=RebCr, NTX=66, TB=1748796842.83s, D=0.46s
R=71094, TT=RebTrOw, NTX=20, TB=1748796845.03s, D=0.24s
R=71094, TT=RebCr, NTX=56, TB=1748796845.26s, D=0.32s
R=71095, TT=RebTrOw, NTX=20, TB=1748796847.09s, D=0.17s
R=71095, TT=RebCr, NTX=62, TB=1748796847.27s, D=0.34s
R=71096, TT=RebTrOw, NTX=20, TB=1748796849.45s, D=0.16s
R=71096, TT=RebCr, NTX=59, TB=1748796849.62s, D=0.38s
R=71097, TT=RebTrOw, NTX=20, TB=1748796851.77s, D=0.20s
R=71097, TT=RebCr, NTX=52, TB=1748796851.97s, D=0.37s
R=71098, TT=RebTrOw, NTX=20, TB=1748796853.99s, D=0.26s
R=71098, TT=RebCr, NTX=52, TB=1748796854.26s, D=0.29s
R=71099, TT=RebTrOw, NTX=20, TB=1748796856.16s, D=0.24s
R=71099, TT=RebCr, NTX=61, TB=1748796856.40s, D=0.37s
R=71100, TT=RebTrOw, NTX=20, TB=1748796858.27s, D=0.16s
R=71100, TT=RebCr, NTX=63, TB=1748796858.43s, D=0.33s
R=71101, TT=RebTrOw, NTX=20, TB=1748796860.53s, D=0.25s
R=71101, TT=RebCr, NTX=61, TB=1748796860.78s, D=0.34s
R=71102, TT=RebTrOw, NTX=20, TB=1748796862.72s, D=0.22s
R=71102, TT=RebCr, NTX=65, TB=1748796862.94s, D=0.29s
R=71103, TT=RebTrOw, NTX=20, TB=1748796864.84s, D=0.17s
R=71103, TT=RebCr, NTX=58, TB=1748796865.01s, D=0.36s
R=71104, TT=RebTrOw, NTX=20, TB=1748796867.15s, D=0.28s
