R=10001, TT=RebTrOw, NTX=20, TB=1748657680.38s, D=0.27s
R=11671, TT=RebCr, NTX=50, TB=1748661471.98s, D=0.40s
R=11672, TT=RebTrOw, NTX=20, TB=1748661474.18s, D=0.26s
R=11672, TT=RebCr, NTX=68, TB=1748661474.44s, D=0.37s
R=11673, TT=RebTrOw, NTX=20, TB=1748661476.36s, D=0.27s
R=11673, TT=RebCr, NTX=67, TB=1748661476.63s, D=0.44s
R=11674, TT=RebTrOw, NTX=20, TB=1748661478.79s, D=0.34s
R=11674, TT=RebCr, NTX=57, TB=1748661479.14s, D=0.35s
R=11675, TT=RebTrOw, NTX=20, TB=1748661481.13s, D=0.26s
R=11675, TT=RebCr, NTX=54, TB=1748661481.39s, D=0.38s
R=11676, TT=RebTrOw, NTX=20, TB=1748661483.37s, D=0.39s
R=11676, TT=RebCr, NTX=48, TB=1748661483.76s, D=0.41s
R=11677, TT=RebTrOw, NTX=20, TB=1748661485.80s, D=0.37s
R=11677, TT=RebCr, NTX=62, TB=1748661486.17s, D=0.39s
R=11678, TT=RebTrOw, NTX=20, TB=1748661488.04s, D=0.21s
R=11678, TT=RebCr, NTX=66, TB=1748661488.25s, D=0.38s
R=11679, TT=RebTrOw, NTX=20, TB=1748661490.42s, D=0.30s
R=11679, TT=RebCr, NTX=63, TB=1748661490.72s, D=0.34s
R=11680, TT=RebTrOw, NTX=20, TB=1748661492.68s, D=0.25s
R=11680, TT=RebCr, NTX=53, TB=1748661492.93s, D=0.40s
R=11681, TT=RebTrOw, NTX=20, TB=1748661495.35s, D=0.29s
R=11681, TT=RebCr, NTX=54, TB=1748661495.64s, D=0.34s
R=11682, TT=RebTrOw, NTX=20, TB=1748661497.58s, D=0.27s
R=11682, TT=RebCr, NTX=48, TB=1748661497.85s, D=0.32s
R=11683, TT=RebTrOw, NTX=20, TB=1748661499.68s, D=0.16s
R=11683, TT=RebCr, NTX=58, TB=1748661499.84s, D=0.43s
R=11684, TT=RebTrOw, NTX=20, TB=1748661502.02s, D=0.19s
R=11684, TT=RebCr, NTX=53, TB=1748661502.21s, D=0.35s
R=11685, TT=RebTrOw, NTX=20, TB=1748661504.23s, D=0.17s
R=11685, TT=RebCr, NTX=64, TB=1748661504.40s, D=0.40s
R=11686, TT=RebTrOw, NTX=20, TB=1748661506.58s, D=0.28s
R=11686, TT=RebCr, NTX=61, TB=1748661506.86s, D=0.35s
R=11687, TT=RebTrOw, NTX=20, TB=1748661508.82s, D=0.22s
R=11687, TT=RebCr, NTX=65, TB=1748661509.04s, D=0.50s
R=11688, TT=RebTrOw, NTX=20, TB=1748661511.17s, D=0.30s
R=11688, TT=RebCr, NTX=59, TB=1748661511.47s, D=0.43s
R=11689, TT=RebTrOw, NTX=20, TB=1748661513.50s, D=0.28s
R=11689, TT=RebCr, NTX=55, TB=1748661513.78s, D=0.37s
R=11690, TT=RebTrOw, NTX=20, TB=1748661515.76s, D=0.29s
R=11690, TT=RebCr, NTX=65, TB=1748661516.05s, D=0.38s
R=11691, TT=RebTrOw, NTX=20, TB=1748661517.82s, D=0.18s
R=11691, TT=RebCr, NTX=49, TB=1748661518.00s, D=0.44s
R=11692, TT=RebTrOw, NTX=20, TB=1748661520.22s, D=0.26s
R=11692, TT=RebCr, NTX=58, TB=1748661520.49s, D=0.37s
R=11693, TT=RebTrOw, NTX=20, TB=1748661522.35s, D=0.14s
R=11693, TT=RebCr, NTX=59, TB=1748661522.49s, D=0.43s
R=11694, TT=RebTrOw, NTX=20, TB=1748661524.70s, D=0.29s
R=11694, TT=RebCr, NTX=68, TB=1748661524.99s, D=0.45s
R=11695, TT=RebTrOw, NTX=20, TB=1748661527.04s, D=0.29s
R=11695, TT=RebCr, NTX=60, TB=1748661527.33s, D=0.35s
R=11696, TT=RebTrOw, NTX=20, TB=1748661529.37s, D=0.33s
R=11696, TT=RebCr, NTX=58, TB=1748661529.70s, D=0.33s
R=11697, TT=RebTrOw, NTX=20, TB=1748661531.43s, D=0.16s
R=11697, TT=RebCr, NTX=54, TB=1748661531.59s, D=0.41s
R=11698, TT=RebTrOw, NTX=20, TB=1748661533.55s, D=0.16s
R=11698, TT=RebCr, NTX=50, TB=1748661533.71s, D=0.39s
R=11699, TT=RebTrOw, NTX=20, TB=1748661535.96s, D=0.39s
R=11699, TT=RebCr, NTX=62, TB=1748661536.34s, D=0.42s
R=11700, TT=RebTrOw, NTX=20, TB=1748661538.38s, D=0.30s
R=11700, TT=RebCr, NTX=60, TB=1748661538.68s, D=0.32s
R=11701, TT=RebTrOw, NTX=20, TB=1748661540.58s, D=0.24s
R=11701, TT=RebCr, NTX=58, TB=1748661540.82s, D=0.40s
R=11702, TT=RebTrOw, NTX=20, TB=1748661542.83s, D=0.30s
R=11702, TT=RebCr, NTX=56, TB=1748661543.13s, D=0.52s
R=11703, TT=RebTrOw, NTX=20, TB=1748661545.39s, D=0.29s
R=11703, TT=RebCr, NTX=55, TB=1748661545.68s, D=0.35s
R=11704, TT=RebTrOw, NTX=20, TB=1748661547.58s, D=0.20s
R=11704, TT=RebCr, NTX=64, TB=1748661547.78s, D=0.34s
R=11705, TT=RebTrOw, NTX=20, TB=1748661549.55s, D=0.15s
R=11705, TT=RebCr, NTX=58, TB=1748661549.70s, D=0.23s
R=11706, TT=RebTrOw, NTX=20, TB=1748661552.21s, D=0.21s
R=11706, TT=RebCr, NTX=51, TB=1748661552.43s, D=0.35s
R=11707, TT=RebTrOw, NTX=20, TB=1748661554.31s, D=0.18s
R=11707, TT=RebCr, NTX=67, TB=1748661554.48s, D=0.45s
R=11708, TT=RebTrOw, NTX=20, TB=1748661556.88s, D=0.26s
R=11708, TT=RebCr, NTX=70, TB=1748661557.14s, D=0.37s
R=11709, TT=RebTrOw, NTX=20, TB=1748661559.05s, D=0.17s
R=11709, TT=RebCr, NTX=61, TB=1748661559.22s, D=0.36s
R=11710, TT=RebTrOw, NTX=20, TB=1748661561.41s, D=0.31s
R=11710, TT=RebCr, NTX=66, TB=1748661561.72s, D=0.36s
R=11711, TT=RebTrOw, NTX=20, TB=1748661563.62s, D=0.16s
R=11711, TT=RebCr, NTX=52, TB=1748661563.79s, D=0.36s
R=11712, TT=RebTrOw, NTX=20, TB=1748661565.98s, D=0.32s
R=11712, TT=RebCr, NTX=60, TB=1748661566.30s, D=0.40s
R=11713, TT=RebTrOw, NTX=20, TB=1748661568.31s, D=0.27s
R=11713, TT=RebCr, NTX=62, TB=1748661568.58s, D=0.43s
R=11714, TT=RebTrOw, NTX=20, TB=1748661570.58s, D=0.22s
R=11714, TT=RebCr, NTX=59, TB=1748661570.80s, D=0.37s
R=11715, TT=RebTrOw, NTX=20, TB=1748661572.91s, D=0.29s
R=11715, TT=RebCr, NTX=58, TB=1748661573.20s, D=0.39s
R=11716, TT=RebTrOw, NTX=20, TB=1748661575.27s, D=0.22s
R=11716, TT=RebCr, NTX=53, TB=1748661575.49s, D=0.41s
R=11717, TT=RebTrOw, NTX=20, TB=1748661577.51s, D=0.18s
R=11717, TT=RebCr, NTX=76, TB=1748661577.69s, D=0.37s
R=11718, TT=RebTrOw, NTX=20, TB=1748661579.71s, D=0.17s
R=11718, TT=RebCr, NTX=48, TB=1748661579.88s, D=0.34s
R=11719, TT=RebTrOw, NTX=20, TB=1748661582.01s, D=0.19s
R=11719, TT=RebCr, NTX=67, TB=1748661582.20s, D=0.37s
R=11720, TT=RebTrOw, NTX=20, TB=1748661584.39s, D=0.28s
R=11720, TT=RebCr, NTX=70, TB=1748661584.67s, D=0.38s
R=11721, TT=RebTrOw, NTX=20, TB=1748661586.67s, D=0.27s
R=11721, TT=RebCr, NTX=53, TB=1748661586.94s, D=0.33s
R=11722, TT=RebTrOw, NTX=20, TB=1748661588.93s, D=0.28s
R=11722, TT=RebCr, NTX=60, TB=1748661589.21s, D=0.34s
R=11723, TT=RebTrOw, NTX=20, TB=1748661591.18s, D=0.28s
R=11723, TT=RebCr, NTX=64, TB=1748661591.45s, D=0.42s
R=11724, TT=RebTrOw, NTX=20, TB=1748661593.15s, D=0.15s
R=11724, TT=RebCr, NTX=58, TB=1748661593.30s, D=0.28s
R=11725, TT=RebTrOw, NTX=20, TB=1748661595.37s, D=0.18s
R=11725, TT=RebCr, NTX=53, TB=1748661595.55s, D=0.32s
R=11726, TT=RebTrOw, NTX=20, TB=1748661598.01s, D=0.26s
R=11726, TT=RebCr, NTX=55, TB=1748661598.27s, D=0.33s
R=11727, TT=RebTrOw, NTX=20, TB=1748661600.19s, D=0.33s
R=11727, TT=RebCr, NTX=53, TB=1748661600.51s, D=0.37s
R=11728, TT=RebTrOw, NTX=20, TB=1748661602.48s, D=0.29s
R=11728, TT=RebCr, NTX=68, TB=1748661602.78s, D=0.37s
R=11729, TT=RebTrOw, NTX=20, TB=1748661604.99s, D=0.16s
R=11729, TT=RebCr, NTX=63, TB=1748661605.15s, D=0.36s
R=11730, TT=RebTrOw, NTX=20, TB=1748661607.26s, D=0.28s
R=11730, TT=RebCr, NTX=55, TB=1748661607.54s, D=0.37s
R=11731, TT=RebTrOw, NTX=20, TB=1748661609.77s, D=0.30s
R=11731, TT=RebCr, NTX=62, TB=1748661610.08s, D=0.24s
R=11732, TT=RebTrOw, NTX=20, TB=1748661611.75s, D=0.15s
R=11732, TT=RebCr, NTX=63, TB=1748661611.90s, D=0.50s
R=11733, TT=RebTrOw, NTX=20, TB=1748661614.18s, D=0.23s
R=11733, TT=RebCr, NTX=44, TB=1748661614.41s, D=0.27s
R=11734, TT=RebTrOw, NTX=20, TB=1748661616.75s, D=0.30s
R=11734, TT=RebCr, NTX=51, TB=1748661617.06s, D=0.41s
R=11735, TT=RebTrOw, NTX=20, TB=1748661619.13s, D=0.30s
R=11735, TT=RebCr, NTX=55, TB=1748661619.43s, D=0.28s
R=11736, TT=RebTrOw, NTX=20, TB=1748661621.18s, D=0.15s
R=11736, TT=RebCr, NTX=57, TB=1748661621.33s, D=0.44s
R=11737, TT=RebTrOw, NTX=20, TB=1748661623.55s, D=0.30s
R=11737, TT=RebCr, NTX=68, TB=1748661623.84s, D=0.37s
R=11738, TT=RebTrOw, NTX=20, TB=1748661625.81s, D=0.29s
R=11738, TT=RebCr, NTX=45, TB=1748661626.10s, D=0.35s
R=11739, TT=RebTrOw, NTX=20, TB=1748661627.97s, D=0.17s
R=11739, TT=RebCr, NTX=57, TB=1748661628.14s, D=0.38s
R=11740, TT=RebTrOw, NTX=20, TB=1748661630.33s, D=0.26s
R=11740, TT=RebCr, NTX=56, TB=1748661630.59s, D=0.38s
R=11741, TT=RebTrOw, NTX=20, TB=1748661632.57s, D=0.28s
R=11741, TT=RebCr, NTX=59, TB=1748661632.86s, D=0.33s
R=11742, TT=RebTrOw, NTX=20, TB=1748661634.79s, D=0.31s
R=11742, TT=RebCr, NTX=66, TB=1748661635.10s, D=0.31s
R=11743, TT=RebTrOw, NTX=20, TB=1748661637.00s, D=0.26s
R=11743, TT=RebCr, NTX=73, TB=1748661637.26s, D=0.34s
R=11744, TT=RebTrOw, NTX=20, TB=1748661639.19s, D=0.28s
R=11744, TT=RebCr, NTX=59, TB=1748661639.47s, D=0.37s
R=11745, TT=RebTrOw, NTX=20, TB=1748661641.40s, D=0.25s
R=11745, TT=RebCr, NTX=70, TB=1748661641.65s, D=0.39s
R=11746, TT=RebTrOw, NTX=20, TB=1748661643.66s, D=0.26s
R=11746, TT=RebCr, NTX=66, TB=1748661643.92s, D=0.35s
R=11747, TT=RebTrOw, NTX=20, TB=1748661645.77s, D=0.16s
R=11747, TT=RebCr, NTX=59, TB=1748661645.94s, D=0.46s
R=11748, TT=RebTrOw, NTX=20, TB=1748661648.20s, D=0.21s
R=11748, TT=RebCr, NTX=72, TB=1748661648.41s, D=0.48s
R=11749, TT=RebTrOw, NTX=20, TB=1748661650.52s, D=0.27s
R=11749, TT=RebCr, NTX=58, TB=1748661650.79s, D=0.36s
R=11750, TT=RebTrOw, NTX=20, TB=1748661652.71s, D=0.24s
R=11750, TT=RebCr, NTX=58, TB=1748661652.95s, D=0.44s
R=11751, TT=RebTrOw, NTX=20, TB=1748661655.01s, D=0.29s
R=11751, TT=RebCr, NTX=62, TB=1748661655.29s, D=0.36s
R=11752, TT=RebTrOw, NTX=20, TB=1748661657.08s, D=0.17s
R=11752, TT=RebCr, NTX=69, TB=1748661657.26s, D=0.48s
R=11753, TT=RebTrOw, NTX=20, TB=1748661659.51s, D=0.29s
R=11753, TT=RebCr, NTX=60, TB=1748661659.80s, D=0.35s
R=11754, TT=RebTrOw, NTX=20, TB=1748661661.72s, D=0.29s
R=11754, TT=RebCr, NTX=62, TB=1748661662.01s, D=0.59s
R=11755, TT=RebTrOw, NTX=20, TB=1748661664.15s, D=0.24s
R=11755, TT=RebCr, NTX=58, TB=1748661664.40s, D=0.41s
R=11756, TT=RebTrOw, NTX=20, TB=1748661666.47s, D=0.16s
R=11756, TT=RebCr, NTX=57, TB=1748661666.63s, D=0.37s
R=11757, TT=RebTrOw, NTX=20, TB=1748661668.82s, D=0.18s
R=11757, TT=RebCr, NTX=60, TB=1748661669.01s, D=0.32s
R=11758, TT=RebTrOw, NTX=20, TB=1748661671.11s, D=0.26s
R=11758, TT=RebCr, NTX=71, TB=1748661671.37s, D=0.37s
R=11759, TT=RebTrOw, NTX=20, TB=1748661673.18s, D=0.15s
R=11759, TT=RebCr, NTX=59, TB=1748661673.33s, D=0.29s
R=11760, TT=RebTrOw, NTX=20, TB=1748661675.45s, D=0.16s
R=11760, TT=RebCr, NTX=59, TB=1748661675.61s, D=0.44s
R=11761, TT=RebTrOw, NTX=20, TB=1748661678.28s, D=0.27s
R=11761, TT=RebCr, NTX=55, TB=1748661678.55s, D=0.40s
R=11762, TT=RebTrOw, NTX=20, TB=1748661680.45s, D=0.17s
R=11762, TT=RebCr, NTX=57, TB=1748661680.62s, D=0.38s
R=11763, TT=RebTrOw, NTX=20, TB=1748661682.85s, D=0.29s
R=11763, TT=RebCr, NTX=74, TB=1748661683.13s, D=0.34s
R=11764, TT=RebTrOw, NTX=20, TB=1748661685.03s, D=0.24s
R=11764, TT=RebCr, NTX=62, TB=1748661685.27s, D=0.45s
R=11765, TT=RebTrOw, NTX=20, TB=1748661687.38s, D=0.23s
R=11765, TT=RebCr, NTX=63, TB=1748661687.60s, D=0.44s
R=11766, TT=RebTrOw, NTX=20, TB=1748661689.31s, D=0.14s
R=11766, TT=RebCr, NTX=75, TB=1748661689.45s, D=0.28s
R=11767, TT=RebTrOw, NTX=20, TB=1748661691.87s, D=0.33s
R=11767, TT=RebCr, NTX=60, TB=1748661692.20s, D=0.30s
R=11768, TT=RebTrOw, NTX=20, TB=1748661694.12s, D=0.25s
R=11768, TT=RebCr, NTX=58, TB=1748661694.37s, D=0.41s
R=11769, TT=RebTrOw, NTX=20, TB=1748661696.41s, D=0.26s
R=11769, TT=RebCr, NTX=61, TB=1748661696.67s, D=0.39s
R=11770, TT=RebTrOw, NTX=20, TB=1748661698.65s, D=0.26s
R=11770, TT=RebCr, NTX=68, TB=1748661698.91s, D=0.38s
R=11771, TT=RebTrOw, NTX=20, TB=1748661700.51s, D=0.14s
R=11771, TT=RebCr, NTX=54, TB=1748661700.64s, D=0.22s
R=11772, TT=RebTrOw, NTX=20, TB=1748661703.11s, D=0.28s
R=11772, TT=RebCr, NTX=64, TB=1748661703.39s, D=0.33s
R=11773, TT=RebTrOw, NTX=20, TB=1748661705.30s, D=0.23s
R=11773, TT=RebCr, NTX=71, TB=1748661705.53s, D=0.54s
R=11774, TT=RebTrOw, NTX=20, TB=1748661707.66s, D=0.29s
R=11774, TT=RebCr, NTX=50, TB=1748661707.95s, D=0.33s
R=11775, TT=RebTrOw, NTX=20, TB=1748661709.92s, D=0.25s
R=11775, TT=RebCr, NTX=54, TB=1748661710.17s, D=0.35s
R=11776, TT=RebTrOw, NTX=20, TB=1748661712.13s, D=0.33s
R=11776, TT=RebCr, NTX=61, TB=1748661712.46s, D=0.31s
R=11777, TT=RebTrOw, NTX=20, TB=1748661714.37s, D=0.24s
R=11777, TT=RebCr, NTX=63, TB=1748661714.61s, D=0.40s
R=11778, TT=RebTrOw, NTX=20, TB=1748661716.63s, D=0.28s
R=11778, TT=RebCr, NTX=64, TB=1748661716.92s, D=0.41s
R=11779, TT=RebTrOw, NTX=20, TB=1748661718.93s, D=0.28s
R=11779, TT=RebCr, NTX=62, TB=1748661719.21s, D=0.37s
R=11780, TT=RebTrOw, NTX=20, TB=1748661721.19s, D=0.28s
R=11780, TT=RebCr, NTX=60, TB=1748661721.47s, D=0.34s
R=11781, TT=RebTrOw, NTX=20, TB=1748661723.43s, D=0.45s
R=11781, TT=RebCr, NTX=51, TB=1748661723.88s, D=0.44s
R=11782, TT=RebTrOw, NTX=20, TB=1748661725.59s, D=0.15s
R=11782, TT=RebCr, NTX=56, TB=1748661725.73s, D=0.32s
R=11783, TT=RebTrOw, NTX=20, TB=1748661728.26s, D=0.29s
R=11783, TT=RebCr, NTX=54, TB=1748661728.55s, D=0.37s
R=11784, TT=RebTrOw, NTX=20, TB=1748661730.56s, D=0.28s
R=11784, TT=RebCr, NTX=44, TB=1748661730.84s, D=0.31s
R=11785, TT=RebTrOw, NTX=20, TB=1748661732.77s, D=0.24s
R=11785, TT=RebCr, NTX=54, TB=1748661733.01s, D=0.27s
R=11786, TT=RebTrOw, NTX=20, TB=1748661735.04s, D=0.26s
R=11786, TT=RebCr, NTX=58, TB=1748661735.30s, D=0.36s
R=11787, TT=RebTrOw, NTX=20, TB=1748661737.28s, D=0.31s
R=11787, TT=RebCr, NTX=59, TB=1748661737.58s, D=0.30s
R=11788, TT=RebTrOw, NTX=20, TB=1748661739.83s, D=0.26s
R=11788, TT=RebCr, NTX=67, TB=1748661740.09s, D=0.48s
R=11789, TT=RebTrOw, NTX=20, TB=1748661742.03s, D=0.18s
R=11789, TT=RebCr, NTX=66, TB=1748661742.21s, D=0.41s
R=11790, TT=RebTrOw, NTX=20, TB=1748661744.48s, D=0.28s
R=11790, TT=RebCr, NTX=66, TB=1748661744.76s, D=0.34s
R=11791, TT=RebTrOw, NTX=20, TB=1748661746.70s, D=0.30s
R=11791, TT=RebCr, NTX=64, TB=1748661747.01s, D=0.37s
R=11792, TT=RebTrOw, NTX=20, TB=1748661748.99s, D=0.38s
R=11792, TT=RebCr, NTX=67, TB=1748661749.37s, D=0.35s
R=11793, TT=RebTrOw, NTX=20, TB=1748661751.34s, D=0.26s
R=11793, TT=RebCr, NTX=60, TB=1748661751.60s, D=0.38s
R=11794, TT=RebTrOw, NTX=20, TB=1748661753.62s, D=0.28s
R=11794, TT=RebCr, NTX=71, TB=1748661753.90s, D=0.39s
R=11795, TT=RebTrOw, NTX=20, TB=1748661755.91s, D=0.25s
R=11795, TT=RebCr, NTX=68, TB=1748661756.16s, D=0.39s
R=11796, TT=RebTrOw, NTX=20, TB=1748661758.18s, D=0.33s
R=11796, TT=RebCr, NTX=68, TB=1748661758.51s, D=0.29s
R=11797, TT=RebTrOw, NTX=20, TB=1748661760.40s, D=0.24s
R=11797, TT=RebCr, NTX=59, TB=1748661760.65s, D=0.38s
R=11798, TT=RebTrOw, NTX=20, TB=1748661762.60s, D=0.24s
R=11798, TT=RebCr, NTX=53, TB=1748661762.84s, D=0.37s
R=11799, TT=RebTrOw, NTX=20, TB=1748661764.91s, D=0.25s
R=11799, TT=RebCr, NTX=56, TB=1748661765.16s, D=0.39s
R=11800, TT=RebTrOw, NTX=20, TB=1748661767.15s, D=0.29s
R=11800, TT=RebCr, NTX=53, TB=1748661767.43s, D=0.31s
R=11801, TT=RebTrOw, NTX=20, TB=1748661769.43s, D=0.25s
R=11801, TT=RebCr, NTX=52, TB=1748661769.68s, D=0.36s
R=11802, TT=RebTrOw, NTX=20, TB=1748661771.63s, D=0.24s
R=11802, TT=RebCr, NTX=63, TB=1748661771.88s, D=0.46s
R=11803, TT=RebTrOw, NTX=20, TB=1748661773.88s, D=0.25s
R=11803, TT=RebCr, NTX=60, TB=1748661774.14s, D=0.39s
R=11804, TT=RebTrOw, NTX=20, TB=1748661776.16s, D=0.33s
R=11804, TT=RebCr, NTX=67, TB=1748661776.49s, D=0.34s
R=11805, TT=RebTrOw, NTX=20, TB=1748661778.26s, D=0.16s
R=11805, TT=RebCr, NTX=64, TB=1748661778.42s, D=0.45s
R=11806, TT=RebTrOw, NTX=20, TB=1748661780.70s, D=0.27s
R=11806, TT=RebCr, NTX=53, TB=1748661780.98s, D=0.35s
R=11807, TT=RebTrOw, NTX=20, TB=1748661782.95s, D=0.27s
R=11807, TT=RebCr, NTX=47, TB=1748661783.22s, D=0.46s
R=11808, TT=RebTrOw, NTX=20, TB=1748661785.42s, D=0.26s
R=11808, TT=RebCr, NTX=60, TB=1748661785.68s, D=0.40s
R=11809, TT=RebTrOw, NTX=20, TB=1748661787.70s, D=0.23s
R=11809, TT=RebCr, NTX=47, TB=1748661787.93s, D=0.42s
R=11810, TT=RebTrOw, NTX=20, TB=1748661789.79s, D=0.17s
R=11810, TT=RebCr, NTX=62, TB=1748661789.96s, D=0.34s
R=11811, TT=RebTrOw, NTX=20, TB=1748661791.96s, D=0.14s
R=11811, TT=RebCr, NTX=70, TB=1748661792.11s, D=0.32s
R=11812, TT=RebTrOw, NTX=20, TB=1748661794.49s, D=0.28s
R=11812, TT=RebCr, NTX=62, TB=1748661794.78s, D=0.32s
R=11813, TT=RebTrOw, NTX=20, TB=1748661796.54s, D=0.16s
R=11813, TT=RebCr, NTX=75, TB=1748661796.70s, D=0.49s
R=11814, TT=RebTrOw, NTX=20, TB=1748661798.94s, D=0.25s
R=11814, TT=RebCr, NTX=54, TB=1748661799.18s, D=0.33s
R=11815, TT=RebTrOw, NTX=20, TB=1748661801.27s, D=0.16s
R=11815, TT=RebCr, NTX=63, TB=1748661801.43s, D=0.49s
R=11816, TT=RebTrOw, NTX=20, TB=1748661803.70s, D=0.27s
R=11816, TT=RebCr, NTX=58, TB=1748661803.97s, D=0.36s
R=11817, TT=RebTrOw, NTX=20, TB=1748661805.96s, D=0.25s
R=11817, TT=RebCr, NTX=52, TB=1748661806.21s, D=0.39s
R=11818, TT=RebTrOw, NTX=20, TB=1748661808.29s, D=0.27s
R=11818, TT=RebCr, NTX=51, TB=1748661808.56s, D=0.33s
R=11819, TT=RebTrOw, NTX=20, TB=1748661810.50s, D=0.27s
R=11819, TT=RebCr, NTX=61, TB=1748661810.77s, D=0.38s
R=11820, TT=RebTrOw, NTX=20, TB=1748661812.61s, D=0.15s
R=11820, TT=RebCr, NTX=44, TB=1748661812.76s, D=0.42s
R=11821, TT=RebTrOw, NTX=20, TB=1748661814.90s, D=0.19s
R=11821, TT=RebCr, NTX=67, TB=1748661815.09s, D=0.44s
R=11822, TT=RebTrOw, NTX=20, TB=1748661817.27s, D=0.28s
R=11822, TT=RebCr, NTX=68, TB=1748661817.55s, D=0.35s
R=11823, TT=RebTrOw, NTX=20, TB=1748661819.55s, D=0.35s
R=11823, TT=RebCr, NTX=60, TB=1748661819.90s, D=0.24s
R=11824, TT=RebTrOw, NTX=20, TB=1748661821.60s, D=0.17s
R=11824, TT=RebCr, NTX=45, TB=1748661821.77s, D=0.39s
R=11825, TT=RebTrOw, NTX=20, TB=1748661823.98s, D=0.33s
R=11825, TT=RebCr, NTX=56, TB=1748661824.31s, D=0.31s
R=11826, TT=RebTrOw, NTX=20, TB=1748661826.15s, D=0.19s
R=11826, TT=RebCr, NTX=52, TB=1748661826.34s, D=0.34s
R=11827, TT=RebTrOw, NTX=20, TB=1748661828.52s, D=0.22s
R=11827, TT=RebCr, NTX=59, TB=1748661828.75s, D=0.30s
R=11828, TT=RebTrOw, NTX=20, TB=1748661830.73s, D=0.20s
R=11828, TT=RebCr, NTX=61, TB=1748661830.93s, D=0.39s
R=11829, TT=RebTrOw, NTX=20, TB=1748661833.10s, D=0.28s
R=11829, TT=RebCr, NTX=53, TB=1748661833.38s, D=0.37s
R=11830, TT=RebTrOw, NTX=20, TB=1748661835.40s, D=0.29s
R=11830, TT=RebCr, NTX=64, TB=1748661835.69s, D=0.36s
R=11831, TT=RebTrOw, NTX=20, TB=1748661837.64s, D=0.23s
R=11831, TT=RebCr, NTX=68, TB=1748661837.87s, D=0.41s
R=11832, TT=RebTrOw, NTX=20, TB=1748661839.76s, D=0.16s
R=11832, TT=RebCr, NTX=46, TB=1748661839.93s, D=0.37s
R=11833, TT=RebTrOw, NTX=20, TB=1748661842.10s, D=0.34s
R=11833, TT=RebCr, NTX=67, TB=1748661842.44s, D=0.43s
R=11834, TT=RebTrOw, NTX=20, TB=1748661844.46s, D=0.24s
R=11834, TT=RebCr, NTX=64, TB=1748661844.70s, D=0.39s
R=11835, TT=RebTrOw, NTX=20, TB=1748661846.81s, D=0.30s
R=11835, TT=RebCr, NTX=68, TB=1748661847.11s, D=0.36s
R=11836, TT=RebTrOw, NTX=20, TB=1748661849.23s, D=0.28s
R=11836, TT=RebCr, NTX=69, TB=1748661849.52s, D=0.25s
R=11837, TT=RebTrOw, NTX=20, TB=1748661851.38s, D=0.26s
R=11837, TT=RebCr, NTX=52, TB=1748661851.64s, D=0.31s
R=11838, TT=RebTrOw, NTX=20, TB=1748661853.59s, D=0.29s
R=11838, TT=RebCr, NTX=59, TB=1748661853.88s, D=0.39s
R=11839, TT=RebTrOw, NTX=20, TB=1748661855.94s, D=0.26s
R=11839, TT=RebCr, NTX=64, TB=1748661856.19s, D=0.37s
R=11840, TT=RebTrOw, NTX=20, TB=1748661858.05s, D=0.17s
R=11840, TT=RebCr, NTX=64, TB=1748661858.21s, D=0.45s
R=11841, TT=RebTrOw, NTX=20, TB=1748661860.40s, D=0.24s
R=11841, TT=RebCr, NTX=65, TB=1748661860.64s, D=0.34s
R=11842, TT=RebTrOw, NTX=20, TB=1748661862.67s, D=0.22s
R=11842, TT=RebCr, NTX=58, TB=1748661862.89s, D=0.32s
R=11843, TT=RebTrOw, NTX=20, TB=1748661865.01s, D=0.28s
R=11843, TT=RebCr, NTX=60, TB=1748661865.29s, D=0.40s
R=11844, TT=RebTrOw, NTX=20, TB=1748661867.29s, D=0.28s
R=11844, TT=RebCr, NTX=57, TB=1748661867.57s, D=0.33s
R=11845, TT=RebTrOw, NTX=20, TB=1748661869.55s, D=0.23s
R=11845, TT=RebCr, NTX=65, TB=1748661869.78s, D=0.41s
R=11846, TT=RebTrOw, NTX=20, TB=1748661871.78s, D=0.28s
R=11846, TT=RebCr, NTX=50, TB=1748661872.06s, D=0.38s
R=11847, TT=RebTrOw, NTX=20, TB=1748661874.10s, D=0.29s
R=11847, TT=RebCr, NTX=59, TB=1748661874.39s, D=0.31s
R=11848, TT=RebTrOw, NTX=20, TB=1748661876.32s, D=0.30s
R=11848, TT=RebCr, NTX=68, TB=1748661876.62s, D=0.31s
R=11849, TT=RebTrOw, NTX=20, TB=1748661878.55s, D=0.27s
R=11849, TT=RebCr, NTX=58, TB=1748661878.82s, D=0.42s
R=11850, TT=RebTrOw, NTX=20, TB=1748661880.91s, D=0.28s
R=11850, TT=RebCr, NTX=58, TB=1748661881.19s, D=0.27s
R=11851, TT=RebTrOw, NTX=20, TB=1748661882.89s, D=0.18s
R=11851, TT=RebCr, NTX=66, TB=1748661883.07s, D=0.44s
R=11852, TT=RebTrOw, NTX=20, TB=1748661885.31s, D=0.28s
R=11852, TT=RebCr, NTX=77, TB=1748661885.59s, D=0.47s
R=11853, TT=RebTrOw, NTX=20, TB=1748661887.66s, D=0.25s
R=11853, TT=RebCr, NTX=68, TB=1748661887.91s, D=0.43s
R=11854, TT=RebTrOw, NTX=20, TB=1748661889.89s, D=0.21s
R=11854, TT=RebCr, NTX=66, TB=1748661890.10s, D=0.41s
