R=90001, TT=RebTrOw, NTX=20, TB=1748839921.21s, D=0.20s
R=91983, TT=RebTrOw, NTX=20, TB=1748844421.66s, D=0.25s
R=91983, TT=RebCr, NTX=58, TB=1748844421.91s, D=0.37s
R=91984, TT=RebTrOw, NTX=20, TB=1748844423.96s, D=0.27s
R=91984, TT=RebCr, NTX=57, TB=1748844424.22s, D=0.42s
R=91985, TT=RebTrOw, NTX=20, TB=1748844426.26s, D=0.26s
R=91985, TT=RebCr, NTX=58, TB=1748844426.52s, D=0.30s
R=91986, TT=RebTrOw, NTX=20, TB=1748844428.76s, D=0.18s
R=91986, TT=RebCr, NTX=57, TB=1748844428.93s, D=0.39s
R=91987, TT=RebTrOw, NTX=20, TB=1748844431.03s, D=0.29s
R=91987, TT=RebCr, NTX=61, TB=1748844431.33s, D=0.28s
R=91988, TT=RebTrOw, NTX=20, TB=1748844433.27s, D=0.25s
R=91988, TT=RebCr, NTX=67, TB=1748844433.51s, D=0.30s
R=91989, TT=RebTrOw, NTX=20, TB=1748844435.43s, D=0.28s
R=91989, TT=RebCr, NTX=54, TB=1748844435.71s, D=0.30s
R=91990, TT=RebTrOw, NTX=20, TB=1748844437.67s, D=0.25s
R=91990, TT=RebCr, NTX=69, TB=1748844437.92s, D=0.34s
R=91991, TT=RebTrOw, NTX=20, TB=1748844439.87s, D=0.23s
R=91991, TT=RebCr, NTX=51, TB=1748844440.10s, D=0.26s
R=91992, TT=RebTrOw, NTX=20, TB=1748844442.03s, D=0.24s
R=91992, TT=RebCr, NTX=67, TB=1748844442.27s, D=0.33s
R=91993, TT=RebTrOw, NTX=20, TB=1748844444.13s, D=0.17s
R=91993, TT=RebCr, NTX=59, TB=1748844444.29s, D=0.34s
R=91994, TT=RebTrOw, NTX=20, TB=1748844446.25s, D=0.15s
R=91994, TT=RebCr, NTX=63, TB=1748844446.39s, D=0.42s
R=91995, TT=RebTrOw, NTX=20, TB=1748844448.62s, D=0.28s
R=91995, TT=RebCr, NTX=62, TB=1748844448.90s, D=0.32s
R=91996, TT=RebTrOw, NTX=20, TB=1748844450.83s, D=0.27s
R=91996, TT=RebCr, NTX=51, TB=1748844451.09s, D=0.38s
R=91997, TT=RebTrOw, NTX=20, TB=1748844452.88s, D=0.15s
R=91997, TT=RebCr, NTX=59, TB=1748844453.03s, D=0.35s
R=91998, TT=RebTrOw, NTX=20, TB=1748844455.29s, D=0.23s
R=91998, TT=RebCr, NTX=67, TB=1748844455.53s, D=0.37s
R=91999, TT=RebTrOw, NTX=20, TB=1748844457.50s, D=0.23s
R=91999, TT=RebCr, NTX=65, TB=1748844457.72s, D=0.40s
R=92000, TT=RebTrOw, NTX=20, TB=1748844459.74s, D=0.25s
R=92000, TT=RebCr, NTX=52, TB=1748844459.98s, D=0.31s
R=92001, TT=RebTrOw, NTX=20, TB=1748844461.92s, D=0.28s
R=92001, TT=RebCr, NTX=55, TB=1748844462.19s, D=0.33s
R=92002, TT=RebTrOw, NTX=20, TB=1748844464.15s, D=0.23s
R=92002, TT=RebCr, NTX=58, TB=1748844464.39s, D=0.35s
R=92003, TT=RebTrOw, NTX=20, TB=1748844466.37s, D=0.26s
R=92003, TT=RebCr, NTX=51, TB=1748844466.64s, D=0.30s
R=92004, TT=RebTrOw, NTX=20, TB=1748844468.55s, D=0.23s
R=92004, TT=RebCr, NTX=56, TB=1748844468.78s, D=0.35s
R=92005, TT=RebTrOw, NTX=20, TB=1748844470.77s, D=0.25s
R=92005, TT=RebCr, NTX=57, TB=1748844471.03s, D=0.28s
R=92006, TT=RebTrOw, NTX=20, TB=1748844472.81s, D=0.19s
R=92006, TT=RebCr, NTX=62, TB=1748844472.99s, D=0.40s
R=92007, TT=RebTrOw, NTX=20, TB=1748844475.13s, D=0.23s
R=92007, TT=RebCr, NTX=64, TB=1748844475.36s, D=0.41s
R=92008, TT=RebTrOw, NTX=20, TB=1748844477.38s, D=0.28s
R=92008, TT=RebCr, NTX=60, TB=1748844477.67s, D=0.32s
R=92009, TT=RebTrOw, NTX=20, TB=1748844479.53s, D=0.24s
R=92009, TT=RebCr, NTX=60, TB=1748844479.77s, D=0.37s
R=92010, TT=RebTrOw, NTX=20, TB=1748844481.71s, D=0.24s
R=92010, TT=RebCr, NTX=62, TB=1748844481.95s, D=0.36s
R=92011, TT=RebTrOw, NTX=20, TB=1748844483.91s, D=0.36s
R=92011, TT=RebCr, NTX=53, TB=1748844484.27s, D=0.31s
R=92012, TT=RebTrOw, NTX=20, TB=1748844486.33s, D=0.25s
R=92012, TT=RebCr, NTX=63, TB=1748844486.58s, D=0.39s
R=92013, TT=RebTrOw, NTX=20, TB=1748844488.97s, D=0.16s
R=92013, TT=RebCr, NTX=58, TB=1748844489.12s, D=0.29s
R=92014, TT=RebTrOw, NTX=20, TB=1748844491.17s, D=0.22s
R=92014, TT=RebCr, NTX=61, TB=1748844491.39s, D=0.39s
R=92015, TT=RebTrOw, NTX=20, TB=1748844493.48s, D=0.25s
R=92015, TT=RebCr, NTX=65, TB=1748844493.72s, D=0.34s
R=92016, TT=RebTrOw, NTX=20, TB=1748844495.62s, D=0.25s
R=92016, TT=RebCr, NTX=59, TB=1748844495.88s, D=0.41s
R=92017, TT=RebTrOw, NTX=20, TB=1748844497.73s, D=0.17s
R=92017, TT=RebCr, NTX=62, TB=1748844497.90s, D=0.38s
R=92018, TT=RebTrOw, NTX=20, TB=1748844500.12s, D=0.26s
R=92018, TT=RebCr, NTX=64, TB=1748844500.38s, D=0.39s
R=92019, TT=RebTrOw, NTX=20, TB=1748844502.38s, D=0.27s
R=92019, TT=RebCr, NTX=52, TB=1748844502.66s, D=0.35s
R=92020, TT=RebTrOw, NTX=20, TB=1748844504.51s, D=0.16s
R=92020, TT=RebCr, NTX=55, TB=1748844504.67s, D=0.31s
R=92021, TT=RebTrOw, NTX=20, TB=1748844506.78s, D=0.27s
R=92021, TT=RebCr, NTX=57, TB=1748844507.05s, D=0.29s
R=92022, TT=RebTrOw, NTX=20, TB=1748844508.97s, D=0.27s
R=92022, TT=RebCr, NTX=67, TB=1748844509.24s, D=0.40s
R=92023, TT=RebTrOw, NTX=20, TB=1748844511.20s, D=0.20s
R=92023, TT=RebCr, NTX=51, TB=1748844511.40s, D=0.36s
R=92024, TT=RebTrOw, NTX=20, TB=1748844513.46s, D=0.26s
R=92024, TT=RebCr, NTX=59, TB=1748844513.72s, D=0.31s
R=92025, TT=RebTrOw, NTX=20, TB=1748844515.37s, D=0.15s
R=92025, TT=RebCr, NTX=65, TB=1748844515.52s, D=0.28s
R=92026, TT=RebTrOw, NTX=20, TB=1748844517.81s, D=0.20s
R=92026, TT=RebCr, NTX=58, TB=1748844518.02s, D=0.39s
R=92027, TT=RebTrOw, NTX=20, TB=1748844519.98s, D=0.23s
R=92027, TT=RebCr, NTX=51, TB=1748844520.22s, D=0.31s
R=92028, TT=RebTrOw, NTX=20, TB=1748844522.09s, D=0.15s
R=92028, TT=RebCr, NTX=54, TB=1748844522.25s, D=0.37s
R=92029, TT=RebTrOw, NTX=20, TB=1748844524.31s, D=0.23s
R=92029, TT=RebCr, NTX=59, TB=1748844524.54s, D=0.34s
R=92030, TT=RebTrOw, NTX=20, TB=1748844526.65s, D=0.26s
R=92030, TT=RebCr, NTX=57, TB=1748844526.91s, D=0.26s
R=92031, TT=RebTrOw, NTX=20, TB=1748844528.72s, D=0.20s
R=92031, TT=RebCr, NTX=70, TB=1748844528.93s, D=0.43s
R=92032, TT=RebTrOw, NTX=20, TB=1748844530.99s, D=0.22s
R=92032, TT=RebCr, NTX=58, TB=1748844531.21s, D=0.38s
R=92033, TT=RebTrOw, NTX=20, TB=1748844532.89s, D=0.13s
R=92033, TT=RebCr, NTX=57, TB=1748844533.02s, D=0.21s
R=92034, TT=RebTrOw, NTX=20, TB=1748844535.35s, D=0.28s
R=92034, TT=RebCr, NTX=56, TB=1748844535.63s, D=0.30s
R=92035, TT=RebTrOw, NTX=20, TB=1748844537.53s, D=0.26s
R=92035, TT=RebCr, NTX=59, TB=1748844537.78s, D=0.32s
R=92036, TT=RebTrOw, NTX=20, TB=1748844539.70s, D=0.28s
R=92036, TT=RebCr, NTX=67, TB=1748844539.98s, D=0.34s
R=92037, TT=RebTrOw, NTX=20, TB=1748844541.89s, D=0.21s
R=92037, TT=RebCr, NTX=67, TB=1748844542.10s, D=0.44s
R=92038, TT=RebTrOw, NTX=20, TB=1748844544.22s, D=0.26s
R=92038, TT=RebCr, NTX=68, TB=1748844544.48s, D=0.30s
R=92039, TT=RebTrOw, NTX=20, TB=1748844546.70s, D=0.20s
R=92039, TT=RebCr, NTX=61, TB=1748844546.90s, D=0.37s
R=92040, TT=RebTrOw, NTX=20, TB=1748844549.42s, D=0.24s
R=92040, TT=RebCr, NTX=61, TB=1748844549.66s, D=0.29s
R=92041, TT=RebTrOw, NTX=20, TB=1748844551.54s, D=0.27s
R=92041, TT=RebCr, NTX=64, TB=1748844551.81s, D=0.35s
R=92042, TT=RebTrOw, NTX=20, TB=1748844553.77s, D=0.25s
R=92042, TT=RebCr, NTX=60, TB=1748844554.02s, D=0.34s
R=92043, TT=RebTrOw, NTX=20, TB=1748844555.60s, D=0.14s
R=92043, TT=RebCr, NTX=67, TB=1748844555.74s, D=0.26s
R=92044, TT=RebTrOw, NTX=20, TB=1748844557.98s, D=0.16s
R=92044, TT=RebCr, NTX=62, TB=1748844558.13s, D=0.43s
R=92045, TT=RebTrOw, NTX=20, TB=1748844560.32s, D=0.26s
R=92045, TT=RebCr, NTX=61, TB=1748844560.58s, D=0.26s
R=92046, TT=RebTrOw, NTX=20, TB=1748844562.37s, D=0.20s
R=92046, TT=RebCr, NTX=51, TB=1748844562.57s, D=0.41s
R=92047, TT=RebTrOw, NTX=20, TB=1748844564.57s, D=0.26s
R=92047, TT=RebCr, NTX=49, TB=1748844564.83s, D=0.29s
R=92048, TT=RebTrOw, NTX=20, TB=1748844566.76s, D=0.22s
R=92048, TT=RebCr, NTX=55, TB=1748844566.98s, D=0.36s
R=92049, TT=RebTrOw, NTX=20, TB=1748844568.96s, D=0.23s
R=92049, TT=RebCr, NTX=47, TB=1748844569.19s, D=0.38s
R=92050, TT=RebTrOw, NTX=20, TB=1748844571.24s, D=0.29s
R=92050, TT=RebCr, NTX=55, TB=1748844571.53s, D=0.39s
R=92051, TT=RebTrOw, NTX=20, TB=1748844573.53s, D=0.23s
R=92051, TT=RebCr, NTX=65, TB=1748844573.76s, D=0.31s
R=92052, TT=RebTrOw, NTX=20, TB=1748844575.69s, D=0.24s
R=92052, TT=RebCr, NTX=64, TB=1748844575.94s, D=0.36s
R=92053, TT=RebTrOw, NTX=20, TB=1748844577.88s, D=0.27s
R=92053, TT=RebCr, NTX=68, TB=1748844578.15s, D=0.33s
R=92054, TT=RebTrOw, NTX=20, TB=1748844580.07s, D=0.25s
R=92054, TT=RebCr, NTX=67, TB=1748844580.33s, D=0.35s
R=92055, TT=RebTrOw, NTX=20, TB=1748844582.26s, D=0.24s
R=92055, TT=RebCr, NTX=64, TB=1748844582.51s, D=0.36s
R=92056, TT=RebTrOw, NTX=20, TB=1748844584.49s, D=0.23s
R=92056, TT=RebCr, NTX=59, TB=1748844584.72s, D=0.36s
R=92057, TT=RebTrOw, NTX=20, TB=1748844586.73s, D=0.25s
R=92057, TT=RebCr, NTX=72, TB=1748844586.99s, D=0.34s
R=92058, TT=RebTrOw, NTX=20, TB=1748844588.93s, D=0.25s
R=92058, TT=RebCr, NTX=57, TB=1748844589.18s, D=0.39s
R=92059, TT=RebTrOw, NTX=20, TB=1748844591.16s, D=0.24s
R=92059, TT=RebCr, NTX=52, TB=1748844591.40s, D=0.38s
R=92060, TT=RebTrOw, NTX=20, TB=1748844593.43s, D=0.27s
R=92060, TT=RebCr, NTX=60, TB=1748844593.70s, D=0.31s
R=92061, TT=RebTrOw, NTX=20, TB=1748844595.59s, D=0.24s
R=92061, TT=RebCr, NTX=56, TB=1748844595.84s, D=0.41s
R=92062, TT=RebTrOw, NTX=20, TB=1748844597.85s, D=0.25s
R=92062, TT=RebCr, NTX=68, TB=1748844598.11s, D=0.34s
R=92063, TT=RebTrOw, NTX=20, TB=1748844600.01s, D=0.28s
R=92063, TT=RebCr, NTX=52, TB=1748844600.30s, D=0.29s
R=92064, TT=RebTrOw, NTX=20, TB=1748844602.26s, D=0.30s
R=92064, TT=RebCr, NTX=52, TB=1748844602.56s, D=0.32s
R=92065, TT=RebTrOw, NTX=20, TB=1748844604.56s, D=0.21s
R=92065, TT=RebCr, NTX=58, TB=1748844604.77s, D=0.34s
R=92066, TT=RebTrOw, NTX=20, TB=1748844606.76s, D=0.21s
R=92066, TT=RebCr, NTX=68, TB=1748844606.97s, D=0.33s
R=92067, TT=RebTrOw, NTX=20, TB=1748844608.96s, D=0.16s
R=92067, TT=RebCr, NTX=66, TB=1748844609.12s, D=0.38s
R=92068, TT=RebTrOw, NTX=20, TB=1748844611.39s, D=0.27s
R=92068, TT=RebCr, NTX=57, TB=1748844611.66s, D=0.29s
R=92069, TT=RebTrOw, NTX=20, TB=1748844613.57s, D=0.24s
R=92069, TT=RebCr, NTX=69, TB=1748844613.81s, D=0.41s
R=92070, TT=RebTrOw, NTX=20, TB=1748844615.67s, D=0.14s
R=92070, TT=RebCr, NTX=54, TB=1748844615.81s, D=0.42s
R=92071, TT=RebTrOw, NTX=20, TB=1748844618.05s, D=0.27s
R=92071, TT=RebCr, NTX=56, TB=1748844618.33s, D=0.24s
R=92072, TT=RebTrOw, NTX=20, TB=1748844620.16s, D=0.20s
R=92072, TT=RebCr, NTX=51, TB=1748844620.37s, D=0.28s
R=92073, TT=RebTrOw, NTX=20, TB=1748844622.25s, D=0.16s
R=92073, TT=RebCr, NTX=46, TB=1748844622.41s, D=0.32s
R=92074, TT=RebTrOw, NTX=20, TB=1748844624.62s, D=0.25s
R=92074, TT=RebCr, NTX=64, TB=1748844624.87s, D=0.31s
R=92075, TT=RebTrOw, NTX=20, TB=1748844626.79s, D=0.25s
R=92075, TT=RebCr, NTX=64, TB=1748844627.04s, D=0.33s
R=92076, TT=RebTrOw, NTX=20, TB=1748844628.98s, D=0.26s
R=92076, TT=RebCr, NTX=58, TB=1748844629.24s, D=0.35s
R=92077, TT=RebTrOw, NTX=20, TB=1748844631.08s, D=0.15s
R=92077, TT=RebCr, NTX=65, TB=1748844631.23s, D=0.40s
R=92078, TT=RebTrOw, NTX=20, TB=1748844633.43s, D=0.30s
R=92078, TT=RebCr, NTX=62, TB=1748844633.73s, D=0.29s
R=92079, TT=RebTrOw, NTX=20, TB=1748844635.62s, D=0.27s
R=92079, TT=RebCr, NTX=64, TB=1748844635.89s, D=0.33s
R=92080, TT=RebTrOw, NTX=20, TB=1748844637.84s, D=0.25s
R=92080, TT=RebCr, NTX=55, TB=1748844638.09s, D=0.31s
R=92081, TT=RebTrOw, NTX=20, TB=1748844639.95s, D=0.21s
R=92081, TT=RebCr, NTX=54, TB=1748844640.16s, D=0.26s
R=92082, TT=RebTrOw, NTX=20, TB=1748844642.21s, D=0.26s
R=92082, TT=RebCr, NTX=64, TB=1748844642.48s, D=0.36s
R=92083, TT=RebTrOw, NTX=20, TB=1748844644.39s, D=0.26s
R=92083, TT=RebCr, NTX=64, TB=1748844644.64s, D=0.32s
R=92084, TT=RebTrOw, NTX=20, TB=1748844646.55s, D=0.27s
R=92084, TT=RebCr, NTX=60, TB=1748844646.82s, D=0.28s
R=92085, TT=RebTrOw, NTX=20, TB=1748844648.68s, D=0.26s
R=92085, TT=RebCr, NTX=53, TB=1748844648.94s, D=0.30s
R=92086, TT=RebTrOw, NTX=20, TB=1748844650.81s, D=0.25s
R=92086, TT=RebCr, NTX=59, TB=1748844651.06s, D=0.39s
R=92087, TT=RebTrOw, NTX=20, TB=1748844653.19s, D=0.28s
R=92087, TT=RebCr, NTX=50, TB=1748844653.47s, D=0.29s
R=92088, TT=RebTrOw, NTX=20, TB=1748844655.44s, D=0.28s
R=92088, TT=RebCr, NTX=64, TB=1748844655.72s, D=0.29s
R=92089, TT=RebTrOw, NTX=20, TB=1748844657.33s, D=0.15s
R=92089, TT=RebCr, NTX=60, TB=1748844657.48s, D=0.27s
R=92090, TT=RebTrOw, NTX=20, TB=1748844659.77s, D=0.31s
R=92090, TT=RebCr, NTX=70, TB=1748844660.08s, D=0.28s
R=92091, TT=RebTrOw, NTX=20, TB=1748844661.96s, D=0.27s
R=92091, TT=RebCr, NTX=62, TB=1748844662.24s, D=0.39s
R=92092, TT=RebTrOw, NTX=20, TB=1748844664.00s, D=0.16s
R=92092, TT=RebCr, NTX=67, TB=1748844664.16s, D=0.42s
R=92093, TT=RebTrOw, NTX=20, TB=1748844666.75s, D=0.29s
R=92093, TT=RebCr, NTX=63, TB=1748844667.04s, D=0.31s
R=92094, TT=RebTrOw, NTX=20, TB=1748844669.06s, D=0.23s
R=92094, TT=RebCr, NTX=55, TB=1748844669.28s, D=0.33s
R=92095, TT=RebTrOw, NTX=20, TB=1748844671.45s, D=0.25s
R=92095, TT=RebCr, NTX=52, TB=1748844671.71s, D=0.30s
R=92096, TT=RebTrOw, NTX=20, TB=1748844673.53s, D=0.18s
R=92096, TT=RebCr, NTX=68, TB=1748844673.71s, D=0.33s
R=92097, TT=RebTrOw, NTX=20, TB=1748844675.61s, D=0.17s
R=92097, TT=RebCr, NTX=68, TB=1748844675.77s, D=0.40s
R=92098, TT=RebTrOw, NTX=20, TB=1748844677.92s, D=0.25s
R=92098, TT=RebCr, NTX=64, TB=1748844678.17s, D=0.33s
R=92099, TT=RebTrOw, NTX=20, TB=1748844680.12s, D=0.26s
R=92099, TT=RebCr, NTX=58, TB=1748844680.38s, D=0.34s
R=92100, TT=RebTrOw, NTX=20, TB=1748844682.32s, D=0.26s
R=92100, TT=RebCr, NTX=61, TB=1748844682.59s, D=0.28s
R=92101, TT=RebTrOw, NTX=20, TB=1748844684.45s, D=0.24s
R=92101, TT=RebCr, NTX=61, TB=1748844684.69s, D=0.39s
R=92102, TT=RebTrOw, NTX=20, TB=1748844686.71s, D=0.24s
R=92102, TT=RebCr, NTX=60, TB=1748844686.95s, D=0.34s
R=92103, TT=RebTrOw, NTX=20, TB=1748844688.94s, D=0.28s
R=92103, TT=RebCr, NTX=56, TB=1748844689.21s, D=0.34s
R=92104, TT=RebTrOw, NTX=20, TB=1748844691.12s, D=0.17s
R=92104, TT=RebCr, NTX=49, TB=1748844691.29s, D=0.33s
R=92105, TT=RebTrOw, NTX=20, TB=1748844693.27s, D=0.14s
R=92105, TT=RebCr, NTX=63, TB=1748844693.40s, D=0.42s
R=92106, TT=RebTrOw, NTX=20, TB=1748844695.68s, D=0.27s
R=92106, TT=RebCr, NTX=60, TB=1748844695.94s, D=0.28s
R=92107, TT=RebTrOw, NTX=20, TB=1748844697.82s, D=0.24s
R=92107, TT=RebCr, NTX=73, TB=1748844698.06s, D=0.37s
R=92108, TT=RebTrOw, NTX=20, TB=1748844700.02s, D=0.27s
R=92108, TT=RebCr, NTX=69, TB=1748844700.29s, D=0.34s
R=92109, TT=RebTrOw, NTX=20, TB=1748844702.12s, D=0.14s
R=92109, TT=RebCr, NTX=58, TB=1748844702.26s, D=0.39s
R=92110, TT=RebTrOw, NTX=20, TB=1748844704.36s, D=0.17s
R=92110, TT=RebCr, NTX=62, TB=1748844704.53s, D=0.34s
R=92111, TT=RebTrOw, NTX=20, TB=1748844706.59s, D=0.16s
R=92111, TT=RebCr, NTX=61, TB=1748844706.75s, D=0.33s
R=92112, TT=RebTrOw, NTX=20, TB=1748844708.85s, D=0.21s
R=92112, TT=RebCr, NTX=74, TB=1748844709.05s, D=0.31s
R=92113, TT=RebTrOw, NTX=20, TB=1748844711.12s, D=0.29s
R=92113, TT=RebCr, NTX=62, TB=1748844711.42s, D=0.32s
R=92114, TT=RebTrOw, NTX=20, TB=1748844713.29s, D=0.19s
R=92114, TT=RebCr, NTX=66, TB=1748844713.48s, D=0.37s
R=92115, TT=RebTrOw, NTX=20, TB=1748844715.45s, D=0.14s
R=92115, TT=RebCr, NTX=48, TB=1748844715.59s, D=0.34s
R=92116, TT=RebTrOw, NTX=20, TB=1748844717.77s, D=0.19s
R=92116, TT=RebCr, NTX=52, TB=1748844717.97s, D=0.35s
R=92117, TT=RebTrOw, NTX=20, TB=1748844719.97s, D=0.26s
R=92117, TT=RebCr, NTX=63, TB=1748844720.23s, D=0.37s
R=92118, TT=RebTrOw, NTX=20, TB=1748844722.22s, D=0.36s
R=92118, TT=RebCr, NTX=65, TB=1748844722.58s, D=0.36s
R=92119, TT=RebTrOw, NTX=20, TB=1748844724.52s, D=0.23s
R=92119, TT=RebCr, NTX=46, TB=1748844724.76s, D=0.35s
R=92120, TT=RebTrOw, NTX=20, TB=1748844726.70s, D=0.26s
R=92120, TT=RebCr, NTX=60, TB=1748844726.96s, D=0.34s
R=92121, TT=RebTrOw, NTX=20, TB=1748844728.92s, D=0.17s
R=92121, TT=RebCr, NTX=62, TB=1748844729.09s, D=0.37s
R=92122, TT=RebTrOw, NTX=20, TB=1748844731.25s, D=0.24s
R=92122, TT=RebCr, NTX=58, TB=1748844731.49s, D=0.37s
R=92123, TT=RebTrOw, NTX=20, TB=1748844733.55s, D=0.27s
R=92123, TT=RebCr, NTX=57, TB=1748844733.81s, D=0.27s
R=92124, TT=RebTrOw, NTX=20, TB=1748844735.63s, D=0.16s
R=92124, TT=RebCr, NTX=66, TB=1748844735.79s, D=0.35s
R=92125, TT=RebTrOw, NTX=20, TB=1748844737.97s, D=0.26s
R=92125, TT=RebCr, NTX=62, TB=1748844738.24s, D=0.35s
R=92126, TT=RebTrOw, NTX=20, TB=1748844740.23s, D=0.23s
R=92126, TT=RebCr, NTX=66, TB=1748844740.47s, D=0.34s
R=92127, TT=RebTrOw, NTX=20, TB=1748844742.43s, D=0.27s
R=92127, TT=RebCr, NTX=64, TB=1748844742.70s, D=0.30s
R=92128, TT=RebTrOw, NTX=20, TB=1748844744.44s, D=0.14s
R=92128, TT=RebCr, NTX=54, TB=1748844744.58s, D=0.54s
R=92129, TT=RebTrOw, NTX=20, TB=1748844746.91s, D=0.19s
R=92129, TT=RebCr, NTX=66, TB=1748844747.10s, D=0.28s
R=92130, TT=RebTrOw, NTX=20, TB=1748844749.19s, D=0.28s
R=92130, TT=RebCr, NTX=63, TB=1748844749.47s, D=0.42s
R=92131, TT=RebTrOw, NTX=20, TB=1748844751.57s, D=0.26s
R=92131, TT=RebCr, NTX=55, TB=1748844751.83s, D=0.29s
R=92132, TT=RebTrOw, NTX=20, TB=1748844753.61s, D=0.15s
R=92132, TT=RebCr, NTX=49, TB=1748844753.75s, D=0.36s
R=92133, TT=RebTrOw, NTX=20, TB=1748844755.87s, D=0.24s
R=92133, TT=RebCr, NTX=54, TB=1748844756.11s, D=0.35s
R=92134, TT=RebTrOw, NTX=20, TB=1748844758.12s, D=0.28s
R=92134, TT=RebCr, NTX=60, TB=1748844758.40s, D=0.29s
R=92135, TT=RebTrOw, NTX=20, TB=1748844760.29s, D=0.29s
R=92135, TT=RebCr, NTX=45, TB=1748844760.59s, D=0.23s
R=92136, TT=RebTrOw, NTX=20, TB=1748844762.11s, D=0.14s
R=92136, TT=RebCr, NTX=58, TB=1748844762.25s, D=0.24s
R=92137, TT=RebTrOw, NTX=20, TB=1748844764.57s, D=0.45s
R=92137, TT=RebCr, NTX=50, TB=1748844765.02s, D=0.28s
R=92138, TT=RebTrOw, NTX=20, TB=1748844766.63s, D=0.14s
R=92138, TT=RebCr, NTX=55, TB=1748844766.78s, D=0.24s
R=92139, TT=RebTrOw, NTX=20, TB=1748844769.01s, D=0.20s
R=92139, TT=RebCr, NTX=59, TB=1748844769.22s, D=0.31s
R=92140, TT=RebTrOw, NTX=20, TB=1748844770.99s, D=0.16s
R=92140, TT=RebCr, NTX=61, TB=1748844771.15s, D=0.21s
R=92141, TT=RebTrOw, NTX=20, TB=1748844773.46s, D=0.24s
R=92141, TT=RebCr, NTX=59, TB=1748844773.70s, D=0.36s
R=92142, TT=RebTrOw, NTX=20, TB=1748844775.72s, D=0.22s
R=92142, TT=RebCr, NTX=76, TB=1748844775.93s, D=0.56s
R=92143, TT=RebTrOw, NTX=20, TB=1748844778.05s, D=0.21s
R=92143, TT=RebCr, NTX=58, TB=1748844778.26s, D=0.45s
R=92144, TT=RebTrOw, NTX=20, TB=1748844780.30s, D=0.28s
R=92144, TT=RebCr, NTX=68, TB=1748844780.57s, D=0.30s
R=92145, TT=RebTrOw, NTX=20, TB=1748844782.48s, D=0.25s
R=92145, TT=RebCr, NTX=51, TB=1748844782.73s, D=0.42s
R=92146, TT=RebTrOw, NTX=20, TB=1748844784.97s, D=0.26s
R=92146, TT=RebCr, NTX=61, TB=1748844785.22s, D=0.35s
R=92147, TT=RebTrOw, NTX=20, TB=1748844787.02s, D=0.16s
R=92147, TT=RebCr, NTX=51, TB=1748844787.18s, D=0.35s
R=92148, TT=RebTrOw, NTX=20, TB=1748844789.57s, D=0.24s
R=92148, TT=RebCr, NTX=72, TB=1748844789.80s, D=0.34s
R=92149, TT=RebTrOw, NTX=20, TB=1748844791.74s, D=0.25s
R=92149, TT=RebCr, NTX=52, TB=1748844791.99s, D=0.30s
R=92150, TT=RebTrOw, NTX=20, TB=1748844793.94s, D=0.27s
R=92150, TT=RebCr, NTX=71, TB=1748844794.20s, D=0.35s
R=92151, TT=RebTrOw, NTX=20, TB=1748844796.18s, D=0.28s
R=92151, TT=RebCr, NTX=71, TB=1748844796.45s, D=0.35s
R=92152, TT=RebTrOw, NTX=20, TB=1748844798.36s, D=0.21s
R=92152, TT=RebCr, NTX=55, TB=1748844798.57s, D=0.43s
R=92153, TT=RebTrOw, NTX=20, TB=1748844800.44s, D=0.15s
R=92153, TT=RebCr, NTX=71, TB=1748844800.60s, D=0.45s
R=92154, TT=RebTrOw, NTX=20, TB=1748844802.82s, D=0.25s
R=92154, TT=RebCr, NTX=51, TB=1748844803.06s, D=0.33s
R=92155, TT=RebTrOw, NTX=20, TB=1748844805.02s, D=0.28s
R=92155, TT=RebCr, NTX=66, TB=1748844805.31s, D=0.32s
R=92156, TT=RebTrOw, NTX=20, TB=1748844807.24s, D=0.26s
R=92156, TT=RebCr, NTX=70, TB=1748844807.50s, D=0.34s
R=92157, TT=RebTrOw, NTX=20, TB=1748844809.42s, D=0.32s
R=92157, TT=RebCr, NTX=63, TB=1748844809.74s, D=0.33s
R=92158, TT=RebTrOw, NTX=20, TB=1748844811.33s, D=0.14s
R=92158, TT=RebCr, NTX=47, TB=1748844811.47s, D=0.19s
R=92159, TT=RebTrOw, NTX=20, TB=1748844813.85s, D=0.25s
R=92159, TT=RebCr, NTX=55, TB=1748844814.11s, D=0.32s
R=92160, TT=RebTrOw, NTX=20, TB=1748844816.05s, D=0.28s
R=92160, TT=RebCr, NTX=61, TB=1748844816.33s, D=0.32s
R=92161, TT=RebTrOw, NTX=20, TB=1748844818.27s, D=0.26s
R=92161, TT=RebCr, NTX=62, TB=1748844818.53s, D=0.51s
R=92162, TT=RebTrOw, NTX=20, TB=1748844820.71s, D=0.26s
R=92162, TT=RebCr, NTX=55, TB=1748844820.97s, D=0.34s
R=92163, TT=RebTrOw, NTX=20, TB=1748844822.96s, D=0.35s
R=92163, TT=RebCr, NTX=66, TB=1748844823.31s, D=0.37s
R=92164, TT=RebTrOw, NTX=20, TB=1748844825.28s, D=0.23s
R=92164, TT=RebCr, NTX=63, TB=1748844825.50s, D=0.48s
R=92165, TT=RebTrOw, NTX=20, TB=1748844827.57s, D=0.24s
R=92165, TT=RebCr, NTX=60, TB=1748844827.81s, D=0.36s
R=92166, TT=RebTrOw, NTX=20, TB=1748844829.77s, D=0.25s
