R=20001, TT=RebTrOw, NTX=20, TB=1748680647.70s, D=0.21s
R=22974, TT=RebCr, NTX=58, TB=1748687338.30s, D=0.40s
R=22975, TT=RebTrOw, NTX=20, TB=1748687340.65s, D=0.27s
R=22975, TT=RebCr, NTX=56, TB=1748687340.91s, D=0.31s
R=22976, TT=RebTrOw, NTX=20, TB=1748687342.91s, D=0.30s
R=22976, TT=RebCr, NTX=50, TB=1748687343.22s, D=0.58s
R=22977, TT=RebTrOw, NTX=20, TB=1748687345.38s, D=0.24s
R=22977, TT=RebCr, NTX=67, TB=1748687345.62s, D=0.52s
R=22978, TT=RebTrOw, NTX=20, TB=1748687347.80s, D=0.28s
R=22978, TT=RebCr, NTX=57, TB=1748687348.08s, D=0.31s
R=22979, TT=RebTrOw, NTX=20, TB=1748687350.12s, D=0.29s
R=22979, TT=RebCr, NTX=56, TB=1748687350.41s, D=0.30s
R=22980, TT=RebTrOw, NTX=20, TB=1748687352.24s, D=0.16s
R=22980, TT=RebCr, NTX=54, TB=1748687352.40s, D=0.36s
R=22981, TT=RebTrOw, NTX=20, TB=1748687354.53s, D=0.26s
R=22981, TT=RebCr, NTX=55, TB=1748687354.78s, D=0.36s
R=22982, TT=RebTrOw, NTX=20, TB=1748687356.81s, D=0.28s
R=22982, TT=RebCr, NTX=54, TB=1748687357.09s, D=0.33s
R=22983, TT=RebTrOw, NTX=20, TB=1748687358.72s, D=0.14s
R=22983, TT=RebCr, NTX=64, TB=1748687358.86s, D=0.24s
R=22984, TT=RebTrOw, NTX=20, TB=1748687361.26s, D=0.30s
R=22984, TT=RebCr, NTX=63, TB=1748687361.56s, D=0.33s
R=22985, TT=RebTrOw, NTX=20, TB=1748687363.54s, D=0.24s
R=22985, TT=RebCr, NTX=56, TB=1748687363.79s, D=0.33s
R=22986, TT=RebTrOw, NTX=20, TB=1748687365.70s, D=0.22s
R=22986, TT=RebCr, NTX=67, TB=1748687365.92s, D=0.40s
R=22987, TT=RebTrOw, NTX=20, TB=1748687367.94s, D=0.26s
R=22987, TT=RebCr, NTX=54, TB=1748687368.20s, D=0.27s
R=22988, TT=RebTrOw, NTX=20, TB=1748687370.10s, D=0.27s
R=22988, TT=RebCr, NTX=62, TB=1748687370.37s, D=0.35s
R=22989, TT=RebTrOw, NTX=20, TB=1748687372.29s, D=0.22s
R=22989, TT=RebCr, NTX=59, TB=1748687372.51s, D=0.37s
R=22990, TT=RebTrOw, NTX=20, TB=1748687374.59s, D=0.26s
R=22990, TT=RebCr, NTX=49, TB=1748687374.85s, D=0.33s
R=22991, TT=RebTrOw, NTX=20, TB=1748687376.86s, D=0.26s
R=22991, TT=RebCr, NTX=59, TB=1748687377.12s, D=0.29s
R=22992, TT=RebTrOw, NTX=20, TB=1748687379.02s, D=0.25s
R=22992, TT=RebCr, NTX=49, TB=1748687379.26s, D=0.35s
R=22993, TT=RebTrOw, NTX=20, TB=1748687381.26s, D=0.25s
R=22993, TT=RebCr, NTX=63, TB=1748687381.51s, D=0.41s
R=22994, TT=RebTrOw, NTX=20, TB=1748687383.60s, D=0.26s
R=22994, TT=RebCr, NTX=54, TB=1748687383.87s, D=0.29s
R=22995, TT=RebTrOw, NTX=20, TB=1748687385.79s, D=0.49s
R=22995, TT=RebCr, NTX=67, TB=1748687386.28s, D=0.36s
R=22996, TT=RebTrOw, NTX=20, TB=1748687388.19s, D=0.17s
R=22996, TT=RebCr, NTX=58, TB=1748687388.36s, D=0.35s
R=22997, TT=RebTrOw, NTX=20, TB=1748687390.55s, D=0.32s
R=22997, TT=RebCr, NTX=62, TB=1748687390.87s, D=0.26s
R=22998, TT=RebTrOw, NTX=20, TB=1748687392.61s, D=0.16s
R=22998, TT=RebCr, NTX=72, TB=1748687392.77s, D=0.38s
R=22999, TT=RebTrOw, NTX=20, TB=1748687394.94s, D=0.28s
R=22999, TT=RebCr, NTX=47, TB=1748687395.22s, D=0.32s
R=23000, TT=RebTrOw, NTX=20, TB=1748687397.23s, D=0.30s
R=23000, TT=RebCr, NTX=65, TB=1748687397.53s, D=0.36s
R=23001, TT=RebTrOw, NTX=20, TB=1748687399.46s, D=0.23s
R=23001, TT=RebCr, NTX=70, TB=1748687399.69s, D=0.38s
R=23002, TT=RebTrOw, NTX=20, TB=1748687401.81s, D=0.23s
R=23002, TT=RebCr, NTX=55, TB=1748687402.03s, D=0.42s
R=23003, TT=RebTrOw, NTX=20, TB=1748687404.31s, D=0.25s
R=23003, TT=RebCr, NTX=65, TB=1748687404.56s, D=0.40s
R=23004, TT=RebTrOw, NTX=20, TB=1748687406.61s, D=0.20s
R=23004, TT=RebCr, NTX=60, TB=1748687406.81s, D=0.42s
R=23005, TT=RebTrOw, NTX=20, TB=1748687408.98s, D=0.18s
R=23005, TT=RebCr, NTX=65, TB=1748687409.16s, D=0.34s
R=23006, TT=RebTrOw, NTX=20, TB=1748687411.21s, D=0.16s
R=23006, TT=RebCr, NTX=64, TB=1748687411.36s, D=0.37s
R=23007, TT=RebTrOw, NTX=20, TB=1748687413.47s, D=0.24s
R=23007, TT=RebCr, NTX=50, TB=1748687413.71s, D=0.40s
R=23008, TT=RebTrOw, NTX=20, TB=1748687415.76s, D=0.29s
R=23008, TT=RebCr, NTX=58, TB=1748687416.05s, D=0.35s
R=23009, TT=RebTrOw, NTX=20, TB=1748687418.00s, D=0.26s
R=23009, TT=RebCr, NTX=67, TB=1748687418.26s, D=0.35s
R=23010, TT=RebTrOw, NTX=20, TB=1748687420.12s, D=0.19s
R=23010, TT=RebCr, NTX=63, TB=1748687420.31s, D=0.37s
R=23011, TT=RebTrOw, NTX=20, TB=1748687422.47s, D=0.26s
R=23011, TT=RebCr, NTX=58, TB=1748687422.73s, D=0.33s
R=23012, TT=RebTrOw, NTX=20, TB=1748687424.72s, D=0.24s
R=23012, TT=RebCr, NTX=54, TB=1748687424.96s, D=0.38s
R=23013, TT=RebTrOw, NTX=20, TB=1748687426.95s, D=0.26s
R=23013, TT=RebCr, NTX=60, TB=1748687427.21s, D=0.33s
R=23014, TT=RebTrOw, NTX=20, TB=1748687429.18s, D=0.25s
R=23014, TT=RebCr, NTX=60, TB=1748687429.43s, D=0.41s
R=23015, TT=RebTrOw, NTX=20, TB=1748687431.46s, D=0.26s
R=23015, TT=RebCr, NTX=64, TB=1748687431.73s, D=0.37s
R=23016, TT=RebTrOw, NTX=20, TB=1748687433.80s, D=0.27s
R=23016, TT=RebCr, NTX=64, TB=1748687434.07s, D=0.36s
R=23017, TT=RebTrOw, NTX=20, TB=1748687436.02s, D=0.26s
R=23017, TT=RebCr, NTX=66, TB=1748687436.28s, D=0.41s
R=23018, TT=RebTrOw, NTX=20, TB=1748687438.27s, D=0.28s
R=23018, TT=RebCr, NTX=63, TB=1748687438.55s, D=0.32s
R=23019, TT=RebTrOw, NTX=20, TB=1748687440.52s, D=0.28s
R=23019, TT=RebCr, NTX=61, TB=1748687440.80s, D=0.38s
R=23020, TT=RebTrOw, NTX=20, TB=1748687442.73s, D=0.20s
R=23020, TT=RebCr, NTX=71, TB=1748687442.93s, D=0.44s
R=23021, TT=RebTrOw, NTX=20, TB=1748687445.04s, D=0.25s
R=23021, TT=RebCr, NTX=63, TB=1748687445.29s, D=0.36s
R=23022, TT=RebTrOw, NTX=20, TB=1748687447.25s, D=0.26s
R=23022, TT=RebCr, NTX=62, TB=1748687447.51s, D=0.33s
R=23023, TT=RebTrOw, NTX=20, TB=1748687449.48s, D=0.26s
R=23023, TT=RebCr, NTX=61, TB=1748687449.74s, D=0.40s
R=23024, TT=RebTrOw, NTX=20, TB=1748687451.81s, D=0.29s
R=23024, TT=RebCr, NTX=76, TB=1748687452.10s, D=0.38s
R=23025, TT=RebTrOw, NTX=20, TB=1748687454.10s, D=0.22s
R=23025, TT=RebCr, NTX=48, TB=1748687454.32s, D=0.40s
R=23026, TT=RebTrOw, NTX=20, TB=1748687456.37s, D=0.25s
R=23026, TT=RebCr, NTX=70, TB=1748687456.61s, D=0.50s
R=23027, TT=RebTrOw, NTX=20, TB=1748687458.80s, D=0.29s
R=23027, TT=RebCr, NTX=53, TB=1748687459.09s, D=0.27s
R=23028, TT=RebTrOw, NTX=20, TB=1748687461.29s, D=0.27s
R=23028, TT=RebCr, NTX=61, TB=1748687461.57s, D=0.39s
R=23029, TT=RebTrOw, NTX=20, TB=1748687463.41s, D=0.21s
R=23029, TT=RebCr, NTX=65, TB=1748687463.62s, D=0.53s
R=23030, TT=RebTrOw, NTX=20, TB=1748687466.19s, D=0.24s
R=23030, TT=RebCr, NTX=66, TB=1748687466.43s, D=0.28s
R=23031, TT=RebTrOw, NTX=20, TB=1748687468.78s, D=0.16s
R=23031, TT=RebCr, NTX=64, TB=1748687468.94s, D=0.43s
R=23032, TT=RebTrOw, NTX=20, TB=1748687471.18s, D=0.28s
R=23032, TT=RebCr, NTX=59, TB=1748687471.46s, D=0.36s
R=23033, TT=RebTrOw, NTX=20, TB=1748687473.41s, D=0.24s
R=23033, TT=RebCr, NTX=62, TB=1748687473.65s, D=0.41s
R=23034, TT=RebTrOw, NTX=20, TB=1748687475.65s, D=0.26s
R=23034, TT=RebCr, NTX=60, TB=1748687475.91s, D=0.41s
R=23035, TT=RebTrOw, NTX=20, TB=1748687477.96s, D=0.28s
R=23035, TT=RebCr, NTX=57, TB=1748687478.25s, D=0.33s
R=23036, TT=RebTrOw, NTX=20, TB=1748687480.25s, D=0.30s
R=23036, TT=RebCr, NTX=49, TB=1748687480.55s, D=0.35s
R=23037, TT=RebTrOw, NTX=20, TB=1748687482.50s, D=0.24s
R=23037, TT=RebCr, NTX=54, TB=1748687482.74s, D=0.36s
R=23038, TT=RebTrOw, NTX=20, TB=1748687484.72s, D=0.24s
R=23038, TT=RebCr, NTX=56, TB=1748687484.96s, D=0.35s
R=23039, TT=RebTrOw, NTX=20, TB=1748687486.89s, D=0.17s
R=23039, TT=RebCr, NTX=70, TB=1748687487.07s, D=0.42s
R=23040, TT=RebTrOw, NTX=20, TB=1748687489.16s, D=0.30s
R=23040, TT=RebCr, NTX=66, TB=1748687489.46s, D=0.31s
R=23041, TT=RebTrOw, NTX=20, TB=1748687491.40s, D=0.26s
R=23041, TT=RebCr, NTX=63, TB=1748687491.66s, D=0.34s
R=23042, TT=RebTrOw, NTX=20, TB=1748687493.63s, D=0.25s
R=23042, TT=RebCr, NTX=58, TB=1748687493.88s, D=0.38s
R=23043, TT=RebTrOw, NTX=20, TB=1748687495.89s, D=0.27s
R=23043, TT=RebCr, NTX=50, TB=1748687496.16s, D=0.31s
R=23044, TT=RebTrOw, NTX=20, TB=1748687498.02s, D=0.16s
R=23044, TT=RebCr, NTX=60, TB=1748687498.18s, D=0.35s
R=23045, TT=RebTrOw, NTX=20, TB=1748687500.26s, D=0.18s
R=23045, TT=RebCr, NTX=62, TB=1748687500.45s, D=0.36s
R=23046, TT=RebTrOw, NTX=20, TB=1748687502.61s, D=0.28s
R=23046, TT=RebCr, NTX=55, TB=1748687502.89s, D=0.38s
R=23047, TT=RebTrOw, NTX=20, TB=1748687504.87s, D=0.23s
R=23047, TT=RebCr, NTX=61, TB=1748687505.10s, D=0.46s
R=23048, TT=RebTrOw, NTX=20, TB=1748687507.18s, D=0.26s
R=23048, TT=RebCr, NTX=59, TB=1748687507.44s, D=0.35s
R=23049, TT=RebTrOw, NTX=20, TB=1748687509.41s, D=0.26s
R=23049, TT=RebCr, NTX=55, TB=1748687509.68s, D=0.32s
R=23050, TT=RebTrOw, NTX=20, TB=1748687511.29s, D=0.13s
R=23050, TT=RebCr, NTX=45, TB=1748687511.42s, D=0.20s
R=23051, TT=RebTrOw, NTX=20, TB=1748687513.83s, D=0.22s
R=23051, TT=RebCr, NTX=67, TB=1748687514.05s, D=0.39s
R=23052, TT=RebTrOw, NTX=20, TB=1748687516.02s, D=0.35s
R=23052, TT=RebCr, NTX=68, TB=1748687516.38s, D=0.46s
R=23053, TT=RebTrOw, NTX=20, TB=1748687518.51s, D=0.31s
R=23053, TT=RebCr, NTX=54, TB=1748687518.82s, D=0.29s
R=23054, TT=RebTrOw, NTX=20, TB=1748687520.78s, D=0.23s
R=23054, TT=RebCr, NTX=68, TB=1748687521.01s, D=0.29s
R=23055, TT=RebTrOw, NTX=20, TB=1748687523.22s, D=0.47s
R=23055, TT=RebCr, NTX=64, TB=1748687523.69s, D=0.39s
R=23056, TT=RebTrOw, NTX=20, TB=1748687525.79s, D=0.40s
R=23056, TT=RebCr, NTX=60, TB=1748687526.18s, D=0.35s
R=23057, TT=RebTrOw, NTX=20, TB=1748687528.19s, D=0.28s
R=23057, TT=RebCr, NTX=59, TB=1748687528.47s, D=0.26s
R=23058, TT=RebTrOw, NTX=20, TB=1748687530.31s, D=0.28s
R=23058, TT=RebCr, NTX=56, TB=1748687530.58s, D=0.37s
R=23059, TT=RebTrOw, NTX=20, TB=1748687532.58s, D=0.28s
R=23059, TT=RebCr, NTX=60, TB=1748687532.86s, D=0.32s
R=23060, TT=RebTrOw, NTX=20, TB=1748687534.84s, D=0.29s
R=23060, TT=RebCr, NTX=64, TB=1748687535.13s, D=0.31s
R=23061, TT=RebTrOw, NTX=20, TB=1748687537.07s, D=0.23s
R=23061, TT=RebCr, NTX=59, TB=1748687537.31s, D=0.37s
R=23062, TT=RebTrOw, NTX=20, TB=1748687539.31s, D=0.27s
R=23062, TT=RebCr, NTX=65, TB=1748687539.58s, D=0.38s
R=23063, TT=RebTrOw, NTX=20, TB=1748687541.53s, D=0.24s
R=23063, TT=RebCr, NTX=54, TB=1748687541.77s, D=0.36s
R=23064, TT=RebTrOw, NTX=20, TB=1748687543.73s, D=0.24s
R=23064, TT=RebCr, NTX=65, TB=1748687543.97s, D=0.41s
R=23065, TT=RebTrOw, NTX=20, TB=1748687546.01s, D=0.28s
R=23065, TT=RebCr, NTX=54, TB=1748687546.29s, D=0.31s
R=23066, TT=RebTrOw, NTX=20, TB=1748687548.21s, D=0.25s
R=23066, TT=RebCr, NTX=59, TB=1748687548.46s, D=0.38s
R=23067, TT=RebTrOw, NTX=20, TB=1748687550.47s, D=0.26s
R=23067, TT=RebCr, NTX=53, TB=1748687550.73s, D=0.33s
R=23068, TT=RebTrOw, NTX=20, TB=1748687552.77s, D=0.25s
R=23068, TT=RebCr, NTX=53, TB=1748687553.02s, D=0.36s
R=23069, TT=RebTrOw, NTX=20, TB=1748687554.91s, D=0.17s
R=23069, TT=RebCr, NTX=56, TB=1748687555.08s, D=0.35s
R=23070, TT=RebTrOw, NTX=20, TB=1748687557.22s, D=0.31s
R=23070, TT=RebCr, NTX=65, TB=1748687557.53s, D=0.28s
R=23071, TT=RebTrOw, NTX=20, TB=1748687559.44s, D=0.25s
R=23071, TT=RebCr, NTX=59, TB=1748687559.69s, D=0.32s
R=23072, TT=RebTrOw, NTX=20, TB=1748687561.66s, D=0.28s
R=23072, TT=RebCr, NTX=57, TB=1748687561.94s, D=0.34s
R=23073, TT=RebTrOw, NTX=20, TB=1748687563.84s, D=0.22s
R=23073, TT=RebCr, NTX=58, TB=1748687564.05s, D=0.45s
R=23074, TT=RebTrOw, NTX=20, TB=1748687566.20s, D=0.31s
R=23074, TT=RebCr, NTX=59, TB=1748687566.51s, D=0.31s
R=23075, TT=RebTrOw, NTX=20, TB=1748687568.47s, D=0.26s
R=23075, TT=RebCr, NTX=56, TB=1748687568.73s, D=0.32s
R=23076, TT=RebTrOw, NTX=20, TB=1748687570.72s, D=0.30s
R=23076, TT=RebCr, NTX=59, TB=1748687571.02s, D=0.32s
R=23077, TT=RebTrOw, NTX=20, TB=1748687572.99s, D=0.32s
R=23077, TT=RebCr, NTX=56, TB=1748687573.31s, D=0.25s
R=23078, TT=RebTrOw, NTX=20, TB=1748687575.16s, D=0.26s
R=23078, TT=RebCr, NTX=52, TB=1748687575.42s, D=0.32s
R=23079, TT=RebTrOw, NTX=20, TB=1748687577.41s, D=0.25s
R=23079, TT=RebCr, NTX=70, TB=1748687577.66s, D=0.38s
R=23080, TT=RebTrOw, NTX=20, TB=1748687579.68s, D=0.26s
R=23080, TT=RebCr, NTX=55, TB=1748687579.94s, D=0.35s
R=23081, TT=RebTrOw, NTX=20, TB=1748687581.85s, D=0.16s
R=23081, TT=RebCr, NTX=64, TB=1748687582.01s, D=0.40s
R=23082, TT=RebTrOw, NTX=20, TB=1748687584.14s, D=0.17s
R=23082, TT=RebCr, NTX=60, TB=1748687584.31s, D=0.37s
R=23083, TT=RebTrOw, NTX=20, TB=1748687586.69s, D=0.22s
R=23083, TT=RebCr, NTX=55, TB=1748687586.91s, D=0.41s
R=23084, TT=RebTrOw, NTX=20, TB=1748687589.09s, D=0.27s
R=23084, TT=RebCr, NTX=69, TB=1748687589.36s, D=0.31s
R=23085, TT=RebTrOw, NTX=20, TB=1748687591.37s, D=0.25s
R=23085, TT=RebCr, NTX=54, TB=1748687591.62s, D=0.29s
R=23086, TT=RebTrOw, NTX=20, TB=1748687593.61s, D=0.27s
R=23086, TT=RebCr, NTX=68, TB=1748687593.88s, D=0.42s
R=23087, TT=RebTrOw, NTX=20, TB=1748687595.69s, D=0.18s
R=23087, TT=RebCr, NTX=63, TB=1748687595.87s, D=0.45s
R=23088, TT=RebTrOw, NTX=20, TB=1748687598.19s, D=0.26s
R=23088, TT=RebCr, NTX=61, TB=1748687598.44s, D=0.33s
R=23089, TT=RebTrOw, NTX=20, TB=1748687600.41s, D=0.25s
R=23089, TT=RebCr, NTX=65, TB=1748687600.67s, D=0.35s
R=23090, TT=RebTrOw, NTX=20, TB=1748687602.63s, D=0.25s
R=23090, TT=RebCr, NTX=52, TB=1748687602.88s, D=0.38s
R=23091, TT=RebTrOw, NTX=20, TB=1748687604.91s, D=0.30s
R=23091, TT=RebCr, NTX=63, TB=1748687605.21s, D=0.25s
R=23092, TT=RebTrOw, NTX=20, TB=1748687607.06s, D=0.23s
R=23092, TT=RebCr, NTX=66, TB=1748687607.28s, D=0.36s
R=23093, TT=RebTrOw, NTX=20, TB=1748687609.36s, D=0.22s
R=23093, TT=RebCr, NTX=56, TB=1748687609.57s, D=0.37s
R=23094, TT=RebTrOw, NTX=20, TB=1748687611.66s, D=0.26s
R=23094, TT=RebCr, NTX=53, TB=1748687611.92s, D=0.33s
R=23095, TT=RebTrOw, NTX=20, TB=1748687613.77s, D=0.16s
R=23095, TT=RebCr, NTX=64, TB=1748687613.92s, D=0.42s
R=23096, TT=RebTrOw, NTX=20, TB=1748687615.85s, D=0.14s
R=23096, TT=RebCr, NTX=59, TB=1748687616.00s, D=0.25s
R=23097, TT=RebTrOw, NTX=20, TB=1748687618.34s, D=0.28s
R=23097, TT=RebCr, NTX=53, TB=1748687618.62s, D=0.36s
R=23098, TT=RebTrOw, NTX=20, TB=1748687620.62s, D=0.27s
R=23098, TT=RebCr, NTX=53, TB=1748687620.89s, D=0.33s
R=23099, TT=RebTrOw, NTX=20, TB=1748687622.89s, D=0.30s
R=23099, TT=RebCr, NTX=52, TB=1748687623.18s, D=0.29s
R=23100, TT=RebTrOw, NTX=20, TB=1748687625.14s, D=0.27s
R=23100, TT=RebCr, NTX=46, TB=1748687625.41s, D=0.35s
R=23101, TT=RebTrOw, NTX=20, TB=1748687627.42s, D=0.29s
R=23101, TT=RebCr, NTX=63, TB=1748687627.71s, D=0.32s
R=23102, TT=RebTrOw, NTX=20, TB=1748687629.63s, D=0.25s
R=23102, TT=RebCr, NTX=62, TB=1748687629.88s, D=0.37s
R=23103, TT=RebTrOw, NTX=20, TB=1748687631.74s, D=0.16s
R=23103, TT=RebCr, NTX=68, TB=1748687631.90s, D=0.41s
R=23104, TT=RebTrOw, NTX=20, TB=1748687634.11s, D=0.27s
R=23104, TT=RebCr, NTX=56, TB=1748687634.38s, D=0.38s
R=23105, TT=RebTrOw, NTX=20, TB=1748687636.34s, D=0.29s
R=23105, TT=RebCr, NTX=65, TB=1748687636.63s, D=0.43s
R=23106, TT=RebTrOw, NTX=20, TB=1748687638.68s, D=0.25s
R=23106, TT=RebCr, NTX=66, TB=1748687638.93s, D=0.44s
R=23107, TT=RebTrOw, NTX=20, TB=1748687640.97s, D=0.25s
R=23107, TT=RebCr, NTX=61, TB=1748687641.23s, D=0.37s
R=23108, TT=RebTrOw, NTX=20, TB=1748687643.21s, D=0.45s
R=23108, TT=RebCr, NTX=62, TB=1748687643.66s, D=0.49s
R=23109, TT=RebTrOw, NTX=20, TB=1748687645.80s, D=0.28s
R=23109, TT=RebCr, NTX=70, TB=1748687646.09s, D=0.36s
R=23110, TT=RebTrOw, NTX=20, TB=1748687648.20s, D=0.24s
R=23110, TT=RebCr, NTX=56, TB=1748687648.44s, D=0.34s
R=23111, TT=RebTrOw, NTX=20, TB=1748687650.51s, D=0.22s
R=23111, TT=RebCr, NTX=60, TB=1748687650.73s, D=0.39s
R=23112, TT=RebTrOw, NTX=20, TB=1748687652.83s, D=0.27s
R=23112, TT=RebCr, NTX=56, TB=1748687653.10s, D=0.32s
R=23113, TT=RebTrOw, NTX=20, TB=1748687654.97s, D=0.16s
R=23113, TT=RebCr, NTX=59, TB=1748687655.13s, D=0.39s
R=23114, TT=RebTrOw, NTX=20, TB=1748687657.18s, D=0.20s
R=23114, TT=RebCr, NTX=68, TB=1748687657.39s, D=0.32s
R=23115, TT=RebTrOw, NTX=20, TB=1748687659.52s, D=0.28s
R=23115, TT=RebCr, NTX=57, TB=1748687659.80s, D=0.34s
R=23116, TT=RebTrOw, NTX=20, TB=1748687661.48s, D=0.14s
R=23116, TT=RebCr, NTX=54, TB=1748687661.62s, D=0.22s
R=23117, TT=RebTrOw, NTX=20, TB=1748687663.92s, D=0.28s
R=23117, TT=RebCr, NTX=64, TB=1748687664.20s, D=0.39s
R=23118, TT=RebTrOw, NTX=20, TB=1748687666.17s, D=0.23s
R=23118, TT=RebCr, NTX=60, TB=1748687666.40s, D=0.34s
R=23119, TT=RebTrOw, NTX=20, TB=1748687668.40s, D=0.23s
R=23119, TT=RebCr, NTX=64, TB=1748687668.63s, D=0.40s
R=23120, TT=RebTrOw, NTX=20, TB=1748687670.48s, D=0.15s
R=23120, TT=RebCr, NTX=74, TB=1748687670.64s, D=0.47s
R=23121, TT=RebTrOw, NTX=20, TB=1748687672.79s, D=0.17s
R=23121, TT=RebCr, NTX=52, TB=1748687672.96s, D=0.38s
R=23122, TT=RebTrOw, NTX=20, TB=1748687675.11s, D=0.28s
R=23122, TT=RebCr, NTX=58, TB=1748687675.39s, D=0.32s
R=23123, TT=RebTrOw, NTX=20, TB=1748687677.32s, D=0.23s
R=23123, TT=RebCr, NTX=57, TB=1748687677.55s, D=0.40s
R=23124, TT=RebTrOw, NTX=20, TB=1748687679.52s, D=0.23s
R=23124, TT=RebCr, NTX=61, TB=1748687679.74s, D=0.38s
R=23125, TT=RebTrOw, NTX=20, TB=1748687681.65s, D=0.18s
R=23125, TT=RebCr, NTX=60, TB=1748687681.83s, D=0.36s
R=23126, TT=RebTrOw, NTX=20, TB=1748687683.98s, D=0.27s
R=23126, TT=RebCr, NTX=57, TB=1748687684.25s, D=0.36s
R=23127, TT=RebTrOw, NTX=20, TB=1748687686.23s, D=0.27s
R=23127, TT=RebCr, NTX=67, TB=1748687686.50s, D=0.44s
R=23128, TT=RebTrOw, NTX=20, TB=1748687688.51s, D=0.24s
R=23128, TT=RebCr, NTX=60, TB=1748687688.75s, D=0.43s
R=23129, TT=RebTrOw, NTX=20, TB=1748687690.77s, D=0.20s
R=23129, TT=RebCr, NTX=63, TB=1748687690.98s, D=0.35s
R=23130, TT=RebTrOw, NTX=20, TB=1748687693.07s, D=0.23s
R=23130, TT=RebCr, NTX=70, TB=1748687693.31s, D=0.38s
R=23131, TT=RebTrOw, NTX=20, TB=1748687695.28s, D=0.28s
R=23131, TT=RebCr, NTX=58, TB=1748687695.56s, D=0.35s
R=23132, TT=RebTrOw, NTX=20, TB=1748687697.46s, D=0.18s
R=23132, TT=RebCr, NTX=65, TB=1748687697.64s, D=0.39s
R=23133, TT=RebTrOw, NTX=20, TB=1748687699.78s, D=0.26s
R=23133, TT=RebCr, NTX=48, TB=1748687700.04s, D=0.38s
R=23134, TT=RebTrOw, NTX=20, TB=1748687702.03s, D=0.23s
R=23134, TT=RebCr, NTX=51, TB=1748687702.26s, D=0.51s
R=23135, TT=RebTrOw, NTX=20, TB=1748687704.22s, D=0.16s
R=23135, TT=RebCr, NTX=64, TB=1748687704.38s, D=0.44s
R=23136, TT=RebTrOw, NTX=20, TB=1748687706.90s, D=0.28s
R=23136, TT=RebCr, NTX=62, TB=1748687707.19s, D=0.34s
R=23137, TT=RebTrOw, NTX=20, TB=1748687709.28s, D=0.24s
R=23137, TT=RebCr, NTX=55, TB=1748687709.52s, D=0.40s
R=23138, TT=RebTrOw, NTX=20, TB=1748687711.48s, D=0.23s
R=23138, TT=RebCr, NTX=59, TB=1748687711.71s, D=0.44s
R=23139, TT=RebTrOw, NTX=20, TB=1748687713.79s, D=0.23s
R=23139, TT=RebCr, NTX=60, TB=1748687714.02s, D=0.41s
R=23140, TT=RebTrOw, NTX=20, TB=1748687716.10s, D=0.26s
R=23140, TT=RebCr, NTX=49, TB=1748687716.36s, D=0.35s
R=23141, TT=RebTrOw, NTX=20, TB=1748687718.31s, D=0.30s
R=23141, TT=RebCr, NTX=67, TB=1748687718.62s, D=0.27s
R=23142, TT=RebTrOw, NTX=20, TB=1748687720.48s, D=0.22s
R=23142, TT=RebCr, NTX=62, TB=1748687720.70s, D=0.40s
R=23143, TT=RebTrOw, NTX=20, TB=1748687722.73s, D=0.26s
R=23143, TT=RebCr, NTX=53, TB=1748687723.00s, D=0.38s
R=23144, TT=RebTrOw, NTX=20, TB=1748687724.93s, D=0.23s
R=23144, TT=RebCr, NTX=69, TB=1748687725.16s, D=0.40s
R=23145, TT=RebTrOw, NTX=20, TB=1748687727.21s, D=0.31s
R=23145, TT=RebCr, NTX=65, TB=1748687727.52s, D=0.29s
R=23146, TT=RebTrOw, NTX=20, TB=1748687729.43s, D=0.25s
R=23146, TT=RebCr, NTX=62, TB=1748687729.69s, D=0.30s
R=23147, TT=RebTrOw, NTX=20, TB=1748687731.64s, D=0.16s
R=23147, TT=RebCr, NTX=54, TB=1748687731.81s, D=0.37s
R=23148, TT=RebTrOw, NTX=20, TB=1748687734.00s, D=0.26s
R=23148, TT=RebCr, NTX=59, TB=1748687734.26s, D=0.34s
R=23149, TT=RebTrOw, NTX=20, TB=1748687736.17s, D=0.18s
R=23149, TT=RebCr, NTX=56, TB=1748687736.35s, D=0.38s
R=23150, TT=RebTrOw, NTX=20, TB=1748687738.41s, D=0.17s
R=23150, TT=RebCr, NTX=63, TB=1748687738.58s, D=0.36s
R=23151, TT=RebTrOw, NTX=20, TB=1748687740.77s, D=0.27s
R=23151, TT=RebCr, NTX=57, TB=1748687741.05s, D=0.32s
R=23152, TT=RebTrOw, NTX=20, TB=1748687743.00s, D=0.26s
R=23152, TT=RebCr, NTX=62, TB=1748687743.26s, D=0.40s
R=23153, TT=RebTrOw, NTX=20, TB=1748687745.16s, D=0.17s
R=23153, TT=RebCr, NTX=60, TB=1748687745.34s, D=0.38s
R=23154, TT=RebTrOw, NTX=20, TB=1748687747.62s, D=0.25s
R=23154, TT=RebCr, NTX=62, TB=1748687747.87s, D=0.37s
R=23155, TT=RebTrOw, NTX=20, TB=1748687749.56s, D=0.15s
R=23155, TT=RebCr, NTX=66, TB=1748687749.71s, D=0.44s
R=23156, TT=RebTrOw, NTX=20, TB=1748687752.01s, D=0.26s
R=23156, TT=RebCr, NTX=55, TB=1748687752.27s, D=0.41s
R=23157, TT=RebTrOw, NTX=20, TB=1748687754.31s, D=0.24s
R=23157, TT=RebCr, NTX=67, TB=1748687754.55s, D=0.39s
